shop_id,mac,time
369,00:00:00:00:74:F1,2018-05-16 17:00:04
369,00:00:00:00:74:F1,2018-05-16 17:01:04
369,00:00:00:00:74:F1,2018-05-16 17:02:04
369,00:00:00:00:74:F1,2018-05-16 17:03:04
369,00:00:00:00:74:F1,2018-05-16 17:04:04
369,00:00:00:00:74:F1,2018-05-16 17:05:04
369,00:00:00:00:74:F1,2018-05-16 17:06:04
369,00:00:00:00:74:F1,2018-05-16 17:07:04
369,00:00:00:00:74:F1,2018-05-16 17:08:04
369,00:00:00:00:74:F1,2018-05-16 17:09:04
369,00:00:00:00:74:F1,2018-05-16 17:10:04
369,00:00:00:00:74:F1,2018-05-16 17:11:04
369,00:00:00:00:74:F1,2018-05-16 17:12:04
369,00:00:00:00:74:F1,2018-05-16 17:13:04
369,00:00:00:00:74:F1,2018-05-16 17:14:04
369,00:00:00:00:74:F1,2018-05-16 17:15:04
369,00:00:00:00:74:F1,2018-05-16 17:16:04
369,00:00:00:00:74:F1,2018-05-16 17:17:03
369,00:00:00:00:74:F1,2018-05-16 17:17:04
369,00:00:00:00:74:F1,2018-05-16 17:18:03
369,00:00:00:00:74:F1,2018-05-16 17:18:04
369,00:00:00:00:74:F1,2018-05-16 17:19:03
369,00:00:00:00:74:F1,2018-05-16 17:19:04
369,00:00:00:00:74:F1,2018-05-16 17:20:03
369,00:00:00:00:74:F1,2018-05-16 17:20:04
369,00:00:00:00:74:F1,2018-05-16 17:21:04
369,00:00:00:00:74:F1,2018-05-16 17:22:04
369,00:00:00:00:74:F1,2018-05-16 17:23:04
369,00:00:00:00:74:F1,2018-05-16 17:24:04
369,00:00:00:00:74:F1,2018-05-16 17:24:05
369,00:00:00:00:74:F1,2018-05-16 17:25:04
369,00:00:00:00:74:F1,2018-05-16 17:25:05
369,00:00:00:00:74:F1,2018-05-16 17:26:04
369,00:00:00:00:74:F1,2018-05-16 17:26:05
369,00:00:00:00:74:F1,2018-05-16 17:27:04
369,00:00:00:00:74:F1,2018-05-16 17:27:05
369,00:00:00:00:74:F1,2018-05-16 17:28:04
369,00:00:00:00:74:F1,2018-05-16 17:28:05
369,00:00:00:00:74:F1,2018-05-16 17:29:04
369,00:00:00:00:74:F1,2018-05-16 17:29:05
369,00:00:00:00:74:F1,2018-05-16 17:30:04
369,00:00:00:00:74:F1,2018-05-16 17:30:05
369,00:00:00:00:74:F1,2018-05-16 17:31:04
369,00:00:00:00:74:F1,2018-05-16 17:31:05
369,00:00:00:00:74:F1,2018-05-16 17:32:04
369,00:00:00:00:74:F1,2018-05-16 17:32:05
369,00:00:00:00:74:F1,2018-05-16 17:33:04
369,00:00:00:00:74:F1,2018-05-16 17:33:05
369,00:00:00:00:74:F1,2018-05-16 17:34:04
369,00:00:00:00:74:F1,2018-05-16 17:34:05
369,00:00:00:00:74:F1,2018-05-16 17:35:04
369,00:00:00:00:74:F1,2018-05-16 17:35:05
369,00:00:00:00:74:F1,2018-05-16 17:36:04
369,00:00:00:00:74:F1,2018-05-16 17:36:05
369,00:00:00:00:74:F1,2018-05-16 17:37:04
369,00:00:00:00:74:F1,2018-05-16 17:37:05
369,00:00:00:00:74:F1,2018-05-16 17:38:04
369,00:00:00:00:74:F1,2018-05-16 17:38:05
369,00:00:00:00:74:F1,2018-05-16 17:39:04
369,00:00:00:00:74:F1,2018-05-16 17:39:05
369,00:00:00:00:74:F1,2018-05-16 17:40:04
369,00:00:00:00:74:F1,2018-05-16 17:40:05
369,00:00:00:00:74:F1,2018-05-16 17:41:04
369,00:00:00:00:74:F1,2018-05-16 17:41:05
369,00:00:00:00:74:F1,2018-05-16 17:42:04
369,00:00:00:00:74:F1,2018-05-16 17:42:05
369,00:00:00:00:74:F1,2018-05-16 17:43:04
369,00:00:00:00:74:F1,2018-05-16 17:43:05
369,00:00:00:00:74:F1,2018-05-16 17:44:04
369,00:00:00:00:74:F1,2018-05-16 17:44:05
369,00:00:00:00:74:F1,2018-05-16 17:45:04
369,00:00:00:00:74:F1,2018-05-16 17:45:05
369,00:00:00:00:74:F1,2018-05-16 17:46:04
369,00:00:00:00:74:F1,2018-05-16 17:46:05
369,00:00:00:00:74:F1,2018-05-16 17:47:04
369,00:00:00:00:74:F1,2018-05-16 17:47:05
369,00:00:00:00:74:F1,2018-05-16 17:48:04
369,00:00:00:00:74:F1,2018-05-16 17:48:05
369,00:00:00:00:74:F1,2018-05-16 17:49:04
369,00:00:00:00:74:F1,2018-05-16 17:49:05
369,00:00:00:00:74:F1,2018-05-16 17:50:04
369,00:00:00:00:74:F1,2018-05-16 17:50:05
369,00:00:00:00:74:F1,2018-05-16 17:51:04
369,00:00:00:00:74:F1,2018-05-16 17:51:05
369,00:00:00:00:74:F1,2018-05-16 17:52:04
369,00:00:00:00:74:F1,2018-05-16 17:52:05
369,00:00:00:00:74:F1,2018-05-16 17:53:04
369,00:00:00:00:74:F1,2018-05-16 17:53:05
369,00:00:00:00:74:F1,2018-05-16 17:54:04
369,00:00:00:00:74:F1,2018-05-16 17:54:06
369,00:00:00:00:74:F1,2018-05-16 17:55:04
369,00:00:00:00:74:F1,2018-05-16 17:55:05
369,00:00:00:00:74:F1,2018-05-16 17:56:04
369,00:00:00:00:74:F1,2018-05-16 17:56:05
369,00:00:00:00:74:F1,2018-05-16 17:57:04
369,00:00:00:00:74:F1,2018-05-16 17:57:05
369,00:00:00:00:74:F1,2018-05-16 17:58:04
369,00:00:00:00:74:F1,2018-05-16 17:58:05
369,00:00:00:00:74:F1,2018-05-16 17:59:04
369,00:00:00:00:74:F1,2018-05-16 17:59:05
369,00:28:F8:BB:7E:57,2018-05-16 17:05:04
369,00:28:F8:BB:7E:57,2018-05-16 17:08:04
369,00:28:F8:BB:7E:57,2018-05-16 17:10:04
369,00:28:F8:BB:7E:57,2018-05-16 17:11:04
369,00:28:F8:BB:7E:57,2018-05-16 17:12:04
369,00:28:F8:BB:7E:57,2018-05-16 17:15:04
369,00:28:F8:BB:7E:57,2018-05-16 17:17:04
369,00:28:F8:BB:7E:57,2018-05-16 17:19:04
369,00:28:F8:BB:7E:57,2018-05-16 17:20:03
369,00:28:F8:BB:7E:57,2018-05-16 17:21:04
369,00:28:F8:BB:7E:57,2018-05-16 17:22:04
369,00:28:F8:BB:7E:57,2018-05-16 17:23:04
369,00:28:F8:BB:7E:57,2018-05-16 17:24:04
369,00:28:F8:BB:7E:57,2018-05-16 17:26:04
369,00:28:F8:BB:7E:57,2018-05-16 17:27:04
369,00:28:F8:BB:7E:57,2018-05-16 17:28:05
369,00:28:F8:BB:7E:57,2018-05-16 17:30:04
369,00:28:F8:BB:7E:57,2018-05-16 17:31:04
369,00:28:F8:BB:7E:57,2018-05-16 17:31:05
369,00:28:F8:BB:7E:57,2018-05-16 17:33:05
369,00:28:F8:BB:7E:57,2018-05-16 17:35:04
369,00:28:F8:BB:7E:57,2018-05-16 17:35:05
369,00:28:F8:BB:7E:57,2018-05-16 17:37:04
369,00:28:F8:BB:7E:57,2018-05-16 17:37:05
369,00:28:F8:BB:7E:57,2018-05-16 17:39:04
369,00:28:F8:BB:7E:57,2018-05-16 17:39:05
369,00:28:F8:BB:7E:57,2018-05-16 17:40:04
369,00:28:F8:BB:7E:57,2018-05-16 17:40:05
369,00:28:F8:BB:7E:57,2018-05-16 17:41:04
369,00:28:F8:BB:7E:57,2018-05-16 17:41:05
369,00:28:F8:BB:7E:57,2018-05-16 17:42:04
369,00:28:F8:BB:7E:57,2018-05-16 17:44:05
369,00:28:F8:BB:7E:57,2018-05-16 17:46:04
369,00:28:F8:BB:7E:57,2018-05-16 17:46:05
369,00:28:F8:BB:7E:57,2018-05-16 17:48:05
369,00:28:F8:BB:7E:57,2018-05-16 17:49:04
369,00:28:F8:BB:7E:57,2018-05-16 17:49:05
369,00:28:F8:BB:7E:57,2018-05-16 17:51:04
369,00:28:F8:BB:7E:57,2018-05-16 17:51:05
369,00:28:F8:BB:7E:57,2018-05-16 17:52:04
369,00:28:F8:BB:7E:57,2018-05-16 17:54:06
369,00:28:F8:BB:7E:57,2018-05-16 17:55:04
369,00:28:F8:BB:7E:57,2018-05-16 17:57:04
369,00:28:F8:BB:7E:57,2018-05-16 17:57:05
369,00:28:F8:BB:7E:57,2018-05-16 17:59:04
369,00:95:69:C6:60:01,2018-05-16 17:00:04
369,00:95:69:C6:60:01,2018-05-16 17:01:04
369,00:95:69:C6:60:01,2018-05-16 17:07:04
369,00:95:69:C6:60:01,2018-05-16 17:11:04
369,00:95:69:C6:60:01,2018-05-16 17:12:04
369,00:95:69:C6:60:01,2018-05-16 17:13:04
369,00:95:69:C6:60:01,2018-05-16 17:15:04
369,00:95:69:C6:60:01,2018-05-16 17:18:04
369,00:95:69:C6:60:01,2018-05-16 17:30:05
369,00:95:69:C6:60:01,2018-05-16 17:37:05
369,00:95:69:C6:60:01,2018-05-16 17:38:04
369,00:95:69:C6:60:01,2018-05-16 17:41:05
369,00:95:69:C6:60:01,2018-05-16 17:43:05
369,00:95:69:C6:60:01,2018-05-16 17:44:04
369,00:95:69:C6:60:01,2018-05-16 17:49:05
369,00:95:69:C6:60:01,2018-05-16 17:50:05
369,00:95:69:C6:60:01,2018-05-16 17:52:04
369,00:95:69:C6:60:01,2018-05-16 17:56:05
369,00:95:69:C6:60:01,2018-05-16 17:59:05
369,00:95:69:C6:60:18,2018-05-16 17:00:04
369,00:95:69:C6:60:18,2018-05-16 17:01:04
369,00:95:69:C6:60:18,2018-05-16 17:02:04
369,00:95:69:C6:60:18,2018-05-16 17:03:04
369,00:95:69:C6:60:18,2018-05-16 17:04:04
369,00:95:69:C6:60:18,2018-05-16 17:05:04
369,00:95:69:C6:60:18,2018-05-16 17:07:04
