shop_id,cus_mac,sen_mac,frame_big,frame_little,channel,intensity,time
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,12,-64,2018-05-26 19:00:15
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 19:00:35
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 19:00:45
201,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,6,-73,2018-05-26 19:01:15
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,00,04,10,-52,2018-05-26 19:01:28
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,11,-39,2018-05-26 19:02:30
201,00:00:00:00:74:F1,50:6F:77:44:72:C2,01,09,1,-73,2018-05-26 19:02:50
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 19:02:55
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:03:35
201,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,12,-73,2018-05-26 19:05:17
201,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-85,2018-05-26 19:05:52
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:06:02
201,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,10,-69,2018-05-26 19:06:17
201,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,2,-60,2018-05-26 19:07:18
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,2,-58,2018-05-26 19:07:28
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 19:07:38
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,10,-77,2018-05-26 19:08:18
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:10:00
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,7,-76,2018-05-26 19:10:15
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:10:30
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 19:11:21
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:14:44
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 19:15:57
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,3,-46,2018-05-26 19:18:27
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:21:45
201,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,2,-46,2018-05-26 19:22:55
201,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-85,2018-05-26 19:23:20
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:24:20
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:25:05
201,00:00:00:00:74:F1,88:66:39:62:D8:41,00,04,6,-54,2018-05-26 19:25:17
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 19:27:13
201,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,1,-48,2018-05-26 19:27:23
