shop_id,cus_mac,sen_mac,frame_big,frame_little,channel,intensity,time
201,00:00:00:00:74:F1,88:66:39:62:DA:81,00,04,10,-86,2018-05-26 03:01:31
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:01:41
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:01:46
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:02:31
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,2,-63,2018-05-26 03:02:56
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:04:28
201,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,3,-65,2018-05-26 03:04:38
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,00,04,4,-44,2018-05-26 03:05:23
201,00:00:00:00:74:F1,68:14:01:06:70:6C,01,09,11,-62,2018-05-26 03:06:01
201,00:00:00:00:74:F1,88:66:39:62:C6:01,00,04,6,-74,2018-05-26 03:06:26
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 03:07:56
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 03:08:01
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:08:58
201,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,7,-59,2018-05-26 03:09:33
201,00:00:00:00:74:F1,68:14:01:06:70:6C,00,0d,10,-62,2018-05-26 03:09:38
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:10:51
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:10:56
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:12:31
201,00:00:00:00:74:F1,88:66:39:62:C3:01,00,04,13,-75,2018-05-26 03:13:18
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:13:39
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:13:50
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:14:15
201,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,9,-67,2018-05-26 03:15:12
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:15:17
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,2,-43,2018-05-26 03:16:12
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:19:01
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:19:06
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:20:47
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,6,-43,2018-05-26 03:21:12
201,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,5,-80,2018-05-26 03:21:27
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:22:26
201,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,5,-73,2018-05-26 03:23:17
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,11,-64,2018-05-26 03:23:58
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:24:23
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:24:28
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:25:22
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-60,2018-05-26 03:26:11
201,00:00:00:00:74:F1,88:66:39:62:C3:01,00,04,13,-75,2018-05-26 03:26:16
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,3,-68,2018-05-26 03:26:56
201,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,11,-70,2018-05-26 03:27:37
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:28:02
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,2,-43,2018-05-26 03:29:14
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:31:35
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:31:40
201,00:00:00:00:74:F1,88:66:39:62:C6:01,00,04,6,-74,2018-05-26 03:32:26
201,00:00:00:00:74:F1,68:14:01:06:70:6C,00,0d,12,-66,2018-05-26 03:32:56
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,00,04,5,-86,2018-05-26 03:33:23
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:33:28
201,00:00:00:00:74:F1,88:66:39:62:D8:41,00,04,5,-57,2018-05-26 03:33:38
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,6,-45,2018-05-26 03:34:16
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 03:34:26
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 03:34:46
201,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,7,-59,2018-05-26 03:35:37
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,00,04,9,-56,2018-05-26 03:36:21
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 03:36:31
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,11,-65,2018-05-26 03:36:56
201,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,11,-76,2018-05-26 03:37:26
201,00:00:00:00:74:F1,68:14:01:06:70:6C,00,0d,11,-60,2018-05-26 03:37:41
