shop_id,mac,time
369,00:00:00:00:74:F1,2018-05-16 15:00:01
369,00:00:00:00:74:F1,2018-05-16 15:01:01
369,00:00:00:00:74:F1,2018-05-16 15:02:01
369,00:00:00:00:74:F1,2018-05-16 15:03:01
369,00:00:00:00:74:F1,2018-05-16 15:04:01
369,00:00:00:00:74:F1,2018-05-16 15:05:01
369,00:00:00:00:74:F1,2018-05-16 15:06:01
369,00:00:00:00:74:F1,2018-05-16 15:07:01
369,00:00:00:00:74:F1,2018-05-16 15:08:01
369,00:00:00:00:74:F1,2018-05-16 15:09:01
369,00:00:00:00:74:F1,2018-05-16 15:10:01
369,00:00:00:00:74:F1,2018-05-16 15:10:02
369,00:00:00:00:74:F1,2018-05-16 15:11:01
369,00:00:00:00:74:F1,2018-05-16 15:12:02
369,00:00:00:00:74:F1,2018-05-16 15:13:02
369,00:00:00:00:74:F1,2018-05-16 15:14:02
369,00:00:00:00:74:F1,2018-05-16 15:15:02
369,00:00:00:00:74:F1,2018-05-16 15:16:02
369,00:00:00:00:74:F1,2018-05-16 15:17:02
369,00:00:00:00:74:F1,2018-05-16 15:18:02
369,00:00:00:00:74:F1,2018-05-16 15:19:02
369,00:00:00:00:74:F1,2018-05-16 15:20:02
369,00:00:00:00:74:F1,2018-05-16 15:21:02
369,00:00:00:00:74:F1,2018-05-16 15:22:02
369,00:00:00:00:74:F1,2018-05-16 15:23:02
369,00:00:00:00:74:F1,2018-05-16 15:24:02
369,00:00:00:00:74:F1,2018-05-16 15:25:02
369,00:00:00:00:74:F1,2018-05-16 15:26:02
369,00:00:00:00:74:F1,2018-05-16 15:27:02
369,00:00:00:00:74:F1,2018-05-16 15:28:02
369,00:00:00:00:74:F1,2018-05-16 15:29:02
369,00:00:00:00:74:F1,2018-05-16 15:30:02
369,00:00:00:00:74:F1,2018-05-16 15:31:02
369,00:00:00:00:74:F1,2018-05-16 15:32:02
369,00:00:00:00:74:F1,2018-05-16 15:33:02
369,00:00:00:00:74:F1,2018-05-16 15:34:02
369,00:00:00:00:74:F1,2018-05-16 15:35:02
369,00:00:00:00:74:F1,2018-05-16 15:36:02
369,00:00:00:00:74:F1,2018-05-16 15:37:02
369,00:00:00:00:74:F1,2018-05-16 15:38:02
369,00:00:00:00:74:F1,2018-05-16 15:39:02
369,00:00:00:00:74:F1,2018-05-16 15:40:02
369,00:00:00:00:74:F1,2018-05-16 15:41:02
369,00:00:00:00:74:F1,2018-05-16 15:42:02
369,00:00:00:00:74:F1,2018-05-16 15:43:02
369,00:00:00:00:74:F1,2018-05-16 15:44:02
369,00:00:00:00:74:F1,2018-05-16 15:45:02
369,00:00:00:00:74:F1,2018-05-16 15:46:02
369,00:00:00:00:74:F1,2018-05-16 15:47:02
369,00:00:00:00:74:F1,2018-05-16 15:48:02
369,00:00:00:00:74:F1,2018-05-16 15:49:02
369,00:00:00:00:74:F1,2018-05-16 15:50:02
369,00:00:00:00:74:F1,2018-05-16 15:51:02
369,00:00:00:00:74:F1,2018-05-16 15:52:02
369,00:00:00:00:74:F1,2018-05-16 15:53:02
369,00:00:00:00:74:F1,2018-05-16 15:54:02
369,00:00:00:00:74:F1,2018-05-16 15:55:02
369,00:00:00:00:74:F1,2018-05-16 15:56:02
369,00:00:00:00:74:F1,2018-05-16 15:57:02
369,00:00:00:00:74:F1,2018-05-16 15:58:02
369,00:00:00:00:74:F1,2018-05-16 15:59:02
369,00:00:00:00:74:F1,2018-05-16 15:59:03
369,00:28:F8:BB:7E:57,2018-05-16 15:02:01
369,00:28:F8:BB:7E:57,2018-05-16 15:14:02
369,00:28:F8:BB:7E:57,2018-05-16 15:16:02
369,00:28:F8:BB:7E:57,2018-05-16 15:17:02
369,00:28:F8:BB:7E:57,2018-05-16 15:18:02
369,00:28:F8:BB:7E:57,2018-05-16 15:19:02
369,00:28:F8:BB:7E:57,2018-05-16 15:20:02
369,00:28:F8:BB:7E:57,2018-05-16 15:23:02
369,00:28:F8:BB:7E:57,2018-05-16 15:24:02
369,00:28:F8:BB:7E:57,2018-05-16 15:26:02
369,00:28:F8:BB:7E:57,2018-05-16 15:30:02
369,00:28:F8:BB:7E:57,2018-05-16 15:32:02
369,00:28:F8:BB:7E:57,2018-05-16 15:34:02
369,00:28:F8:BB:7E:57,2018-05-16 15:36:02
369,00:28:F8:BB:7E:57,2018-05-16 15:40:02
369,00:28:F8:BB:7E:57,2018-05-16 15:42:02
369,00:28:F8:BB:7E:57,2018-05-16 15:44:02
369,00:28:F8:BB:7E:57,2018-05-16 15:46:02
369,00:28:F8:BB:7E:57,2018-05-16 15:48:02
369,00:28:F8:BB:7E:57,2018-05-16 15:50:02
369,00:28:F8:BB:7E:57,2018-05-16 15:52:02
369,00:28:F8:BB:7E:57,2018-05-16 15:54:02
369,00:28:F8:BB:7E:57,2018-05-16 15:56:02
369,00:28:F8:BB:7E:57,2018-05-16 15:58:02
369,00:95:69:C6:60:01,2018-05-16 15:00:01
369,00:95:69:C6:60:01,2018-05-16 15:02:01
369,00:95:69:C6:60:01,2018-05-16 15:09:01
369,00:95:69:C6:60:01,2018-05-16 15:16:02
369,00:95:69:C6:60:01,2018-05-16 15:20:02
369,00:95:69:C6:60:01,2018-05-16 15:22:02
369,00:95:69:C6:60:01,2018-05-16 15:24:02
369,00:95:69:C6:60:01,2018-05-16 15:26:02
369,00:95:69:C6:60:01,2018-05-16 15:27:02
369,00:95:69:C6:60:01,2018-05-16 15:32:02
369,00:95:69:C6:60:01,2018-05-16 15:33:02
369,00:95:69:C6:60:01,2018-05-16 15:36:02
