shop_id,mac,time
369,00:00:00:00:74:F1,2018-05-16 18:00:04
369,00:00:00:00:74:F1,2018-05-16 18:01:04
369,00:00:00:00:74:F1,2018-05-16 18:01:05
369,00:00:00:00:74:F1,2018-05-16 18:02:04
369,00:00:00:00:74:F1,2018-05-16 18:02:05
369,00:00:00:00:74:F1,2018-05-16 18:03:04
369,00:00:00:00:74:F1,2018-05-16 18:03:05
369,00:00:00:00:74:F1,2018-05-16 18:04:04
369,00:00:00:00:74:F1,2018-05-16 18:04:05
369,00:00:00:00:74:F1,2018-05-16 18:05:04
369,00:00:00:00:74:F1,2018-05-16 18:05:05
369,00:00:00:00:74:F1,2018-05-16 18:06:04
369,00:00:00:00:74:F1,2018-05-16 18:06:05
369,00:00:00:00:74:F1,2018-05-16 18:07:04
369,00:00:00:00:74:F1,2018-05-16 18:07:05
369,00:00:00:00:74:F1,2018-05-16 18:08:04
369,00:00:00:00:74:F1,2018-05-16 18:08:05
369,00:00:00:00:74:F1,2018-05-16 18:09:04
369,00:00:00:00:74:F1,2018-05-16 18:09:05
369,00:00:00:00:74:F1,2018-05-16 18:09:06
369,00:00:00:00:74:F1,2018-05-16 18:10:06
369,00:00:00:00:74:F1,2018-05-16 18:11:04
369,00:00:00:00:74:F1,2018-05-16 18:11:06
369,00:00:00:00:74:F1,2018-05-16 18:12:04
369,00:00:00:00:74:F1,2018-05-16 18:12:06
369,00:00:00:00:74:F1,2018-05-16 18:13:04
369,00:00:00:00:74:F1,2018-05-16 18:13:06
369,00:00:00:00:74:F1,2018-05-16 18:14:04
369,00:00:00:00:74:F1,2018-05-16 18:14:06
369,00:00:00:00:74:F1,2018-05-16 18:15:04
369,00:00:00:00:74:F1,2018-05-16 18:15:05
369,00:00:00:00:74:F1,2018-05-16 18:15:06
369,00:00:00:00:74:F1,2018-05-16 18:16:04
369,00:00:00:00:74:F1,2018-05-16 18:16:06
369,00:00:00:00:74:F1,2018-05-16 18:17:05
369,00:00:00:00:74:F1,2018-05-16 18:17:06
369,00:00:00:00:74:F1,2018-05-16 18:18:05
369,00:00:00:00:74:F1,2018-05-16 18:18:06
369,00:00:00:00:74:F1,2018-05-16 18:19:05
369,00:00:00:00:74:F1,2018-05-16 18:19:06
369,00:00:00:00:74:F1,2018-05-16 18:20:05
369,00:00:00:00:74:F1,2018-05-16 18:20:06
369,00:00:00:00:74:F1,2018-05-16 18:21:06
369,00:00:00:00:74:F1,2018-05-16 18:22:05
369,00:00:00:00:74:F1,2018-05-16 18:23:05
369,00:00:00:00:74:F1,2018-05-16 18:23:06
369,00:00:00:00:74:F1,2018-05-16 18:24:05
369,00:00:00:00:74:F1,2018-05-16 18:24:06
369,00:00:00:00:74:F1,2018-05-16 18:25:05
369,00:00:00:00:74:F1,2018-05-16 18:25:06
369,00:00:00:00:74:F1,2018-05-16 18:26:05
369,00:00:00:00:74:F1,2018-05-16 18:27:05
369,00:00:00:00:74:F1,2018-05-16 18:27:06
369,00:00:00:00:74:F1,2018-05-16 18:28:06
369,00:00:00:00:74:F1,2018-05-16 18:29:05
369,00:00:00:00:74:F1,2018-05-16 18:29:06
369,00:00:00:00:74:F1,2018-05-16 18:30:05
