shop_id,cus_mac,sen_mac,frame_big,frame_little,channel,intensity,time
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-85,2018-05-24 18:00:03
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-54,2018-05-24 18:00:08
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,1,-58,2018-05-24 18:00:13
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-54,2018-05-24 18:00:27
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-59,2018-05-24 18:00:33
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-83,2018-05-24 18:00:43
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-24 18:00:58
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-83,2018-05-24 18:01:18
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-24 18:01:27
5,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,9,-52,2018-05-24 18:01:33
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-85,2018-05-24 18:01:53
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-83,2018-05-24 18:01:58
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-84,2018-05-24 18:02:03
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-83,2018-05-24 18:02:08
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-55,2018-05-24 18:02:24
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-82,2018-05-24 18:02:27
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-83,2018-05-24 18:02:39
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-89,2018-05-24 18:02:59
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-64,2018-05-24 18:03:04
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-84,2018-05-24 18:03:09
5,00:00:00:00:74:F1,88:66:39:62:D8:41,00,04,8,-74,2018-05-24 18:03:49
5,00:00:00:00:74:F1,68:14:01:06:70:6C,02,08,11,-55,2018-05-24 18:03:54
5,00:00:00:00:74:F1,88:66:39:62:C6:01,01,09,6,-80,2018-05-24 18:03:59
5,00:00:00:00:74:F1,88:66:39:62:C6:C1,01,09,1,-74,2018-05-24 18:04:14
5,00:00:00:00:74:F1,88:66:39:62:C6:01,01,09,6,-81,2018-05-24 18:04:19
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-85,2018-05-24 18:04:34
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-63,2018-05-24 18:04:54
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-24 18:05:24
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-58,2018-05-24 18:06:19
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-84,2018-05-24 18:06:24
5,00:00:00:00:74:F1,88:66:39:62:C6:C1,01,09,1,-76,2018-05-24 18:06:44
5,00:00:00:00:74:F1,88:66:39:62:C3:01,01,09,6,-69,2018-05-24 18:06:54
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-83,2018-05-24 18:07:04
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-57,2018-05-24 18:07:09
5,00:00:00:00:74:F1,88:66:39:62:C6:01,00,0d,6,-80,2018-05-24 18:07:14
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-58,2018-05-24 18:07:59
5,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,12,-71,2018-05-24 18:08:04
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-59,2018-05-24 18:08:09
5,00:00:00:00:74:F1,88:66:39:62:C6:01,01,08,7,-81,2018-05-24 18:08:14
5,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,4,-63,2018-05-24 18:09:09
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-58,2018-05-24 18:09:44
5,00:00:00:00:74:F1,88:66:39:62:C6:01,00,04,5,-79,2018-05-24 18:09:54
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-61,2018-05-24 18:10:14
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-59,2018-05-24 18:10:19
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-59,2018-05-24 18:10:24
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-57,2018-05-24 18:10:34
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-60,2018-05-24 18:10:49
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-64,2018-05-24 18:11:04
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-84,2018-05-24 18:11:09
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-59,2018-05-24 18:11:39
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-24 18:12:04
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-24 18:12:09
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,6,-69,2018-05-24 18:12:14
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-24 18:12:39
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-24 18:12:44
5,00:00:00:00:74:F1,88:66:39:62:C2:02,00,0d,12,-61,2018-05-24 18:13:49
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-64,2018-05-24 18:14:04
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-64,2018-05-24 18:14:09
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-58,2018-05-24 18:14:39
5,00:00:00:00:74:F1,88:66:39:62:C2:02,01,09,11,-59,2018-05-24 18:14:49
5,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-24 18:15:04
5,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,13,-64,2018-05-24 18:15:09
5,00:00:00:00:74:F1,50:6F:77:44:72:C2,01,09,1,-55,2018-05-24 18:15:14
5,00:00:00:00:74:F1,88:66:39:62:D8:41,00,04,13,-71,2018-05-24 18:17:19
5,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,11,-59,2018-05-24 18:18:45
5,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,11,-59,2018-05-24 18:18:55
5,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,11,-60,2018-05-24 18:19:00
5,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,12,-57,2018-05-24 18:19:05
5,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,4,-72,2018-05-24 18:19:15
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,0d,2,-67,2018-05-24 18:49:04
5,00:00:00:00:74:F1,68:14:01:06:70:6C,00,0d,13,-62,2018-05-24 18:49:14
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,4,-58,2018-05-24 18:50:13
5,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,8,-72,2018-05-24 18:52:15
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-59,2018-05-24 18:52:56
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-59,2018-05-24 18:53:06
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-57,2018-05-24 18:53:11
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-59,2018-05-24 18:53:16
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-58,2018-05-24 18:53:21
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-57,2018-05-24 18:53:31
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-57,2018-05-24 18:53:41
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-56,2018-05-24 18:54:45
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-58,2018-05-24 18:54:50
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-57,2018-05-24 18:55:11
5,00:00:00:00:74:F1,88:66:39:62:C2:01,01,09,11,-59,2018-05-24 18:55:16
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-59,2018-05-24 18:55:31
5,00:00:00:00:74:F1,88:66:39:62:DA:81,01,09,6,-86,2018-05-24 18:55:36
5,00:00:00:00:74:F1,50:6F:77:44:72:C1,01,09,1,-58,2018-05-24 18:55:41
5,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,12,-56,2018-05-24 18:56:21
5,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,4,-61,2018-05-24 18:57:11
5,00:00:00:00:74:F1,88:66:39:62:D8:41,00,04,12,-66,2018-05-24 18:57:16
5,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,10,-65,2018-05-24 18:59:16
5,00:28:F8:BB:7E:57,5C:54:6D:38:B5:01,02,00,11,-59,2018-05-24 18:00:53
5,00:28:F8:BB:7E:57,88:66:39:62:C6:01,02,00,6,-80,2018-05-24 18:03:04
5,00:28:F8:BB:7E:57,50:6F:77:44:72:C1,02,00,1,-56,2018-05-24 18:03:09
5,00:28:F8:BB:7E:57,5C:54:6D:38:B5:01,02,08,11,-63,2018-05-24 18:03:39
5,00:28:F8:BB:7E:57,FF:FF:FF:FF:FF:FF,00,04,11,-55,2018-05-24 18:05:54
5,00:95:69:C6:60:01,88:66:39:62:DA:81,02,04,6,-93,2018-05-24 18:01:48
5,00:95:69:C6:60:01,FF:FF:FF:FF:FF:FF,00,04,12,-88,2018-05-24 18:03:19
5,00:95:69:C6:60:01,FF:FF:FF:FF:FF:FF,00,04,7,-90,2018-05-24 18:09:34
5,00:95:69:C6:60:01,88:66:39:62:DA:81,02,04,6,-90,2018-05-24 18:49:47
5,00:95:69:C6:60:01,FF:FF:FF:FF:FF:FF,00,04,3,-90,2018-05-24 18:54:40
5,00:95:69:C6:60:01,88:66:39:62:DA:81,02,04,7,-93,2018-05-24 18:59:06
5,00:95:69:C6:60:18,FF:FF:FF:FF:FF:FF,00,04,2,-83,2018-05-24 18:01:08
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,10,-52,2018-05-24 18:04:27
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-56,2018-05-24 18:05:19
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,13,-58,2018-05-24 18:06:14
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,12,-50,2018-05-24 18:06:34
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,11,-48,2018-05-24 18:06:54
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-58,2018-05-24 18:08:24
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-58,2018-05-24 18:08:44
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-64,2018-05-24 18:09:24
5,00:95:69:C6:60:18,FF:FF:FF:FF:FF:FF,00,04,12,-52,2018-05-24 18:12:39
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,12,-52,2018-05-24 18:12:59
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,11,-51,2018-05-24 18:13:14
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-51,2018-05-24 18:13:44
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,10,-52,2018-05-24 18:14:54
5,00:95:69:C6:60:18,FF:FF:FF:FF:FF:FF,00,04,8,-53,2018-05-24 18:16:54
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-56,2018-05-24 18:18:20
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-57,2018-05-24 18:18:50
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,08,11,-56,2018-05-24 18:50:48
5,00:95:69:C6:60:18,FF:FF:FF:FF:FF:FF,00,04,12,-51,2018-05-24 18:52:51
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,11,-52,2018-05-24 18:54:50
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,11,-51,2018-05-24 18:57:26
5,00:95:69:C6:60:18,FF:FF:FF:FF:FF:FF,00,04,8,-61,2018-05-24 18:58:51
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,12,-52,2018-05-24 18:59:21
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,11,-52,2018-05-24 18:59:36
5,00:95:69:C6:60:18,5C:54:6D:38:B5:01,02,04,10,-55,2018-05-24 18:59:51
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-57,2018-05-24 18:00:48
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-56,2018-05-24 18:01:53
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-59,2018-05-24 18:06:39
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,08,1,-64,2018-05-24 18:06:54
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-61,2018-05-24 18:07:14
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,08,1,-63,2018-05-24 18:07:24
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-62,2018-05-24 18:07:27
5,00:95:69:C6:77:4C,FF:FF:FF:FF:FF:FF,00,04,2,-71,2018-05-24 18:07:59
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-59,2018-05-24 18:08:24
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-57,2018-05-24 18:08:39
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-59,2018-05-24 18:09:59
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,2,-57,2018-05-24 18:10:59
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,2,-58,2018-05-24 18:13:09
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-60,2018-05-24 18:13:24
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,3,-57,2018-05-24 18:15:24
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-59,2018-05-24 18:15:54
5,00:95:69:C6:77:4C,FF:FF:FF:FF:FF:FF,00,04,12,-64,2018-05-24 18:17:14
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,2,-60,2018-05-24 18:18:25
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,2,-56,2018-05-24 18:49:57
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-56,2018-05-24 18:50:18
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,2,-56,2018-05-24 18:53:16
5,00:95:69:C6:77:4C,50:6F:77:44:72:C1,02,04,1,-58,2018-05-24 18:58:01
5,00:95:69:C6:77:4C,FF:FF:FF:FF:FF:FF,00,04,10,-57,2018-05-24 18:59:11
5,00:95:69:C6:86:7A,FF:FF:FF:FF:FF:FF,00,04,9,-49,2018-05-24 18:00:38
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-58,2018-05-24 18:00:43
5,00:95:69:C6:86:7A,FF:FF:FF:FF:FF:FF,00,04,6,-50,2018-05-24 18:07:19
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-56,2018-05-24 18:10:39
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,11,-50,2018-05-24 18:12:24
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,10,-48,2018-05-24 18:13:34
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-55,2018-05-24 18:14:19
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,12,-56,2018-05-24 18:15:49
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,12,-58,2018-05-24 18:17:04
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-57,2018-05-24 18:17:09
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-55,2018-05-24 18:18:30
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,12,-56,2018-05-24 18:20:05
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-54,2018-05-24 18:50:23
5,00:95:69:C6:86:7A,FF:FF:FF:FF:FF:FF,00,04,1,-61,2018-05-24 18:52:20
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-53,2018-05-24 18:56:06
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-56,2018-05-24 18:56:16
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,10,-50,2018-05-24 18:57:01
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-54,2018-05-24 18:57:06
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,08,11,-53,2018-05-24 18:58:06
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,10,-51,2018-05-24 18:58:21
5,00:95:69:C6:86:7A,5C:54:6D:38:B5:01,02,04,12,-50,2018-05-24 18:58:36
5,00:95:69:C6:89:C5,FF:FF:FF:FF:FF:FF,00,04,7,-56,2018-05-24 18:01:03
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,2,-49,2018-05-24 18:03:24
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,1,-49,2018-05-24 18:03:39
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,08,2,-54,2018-05-24 18:04:59
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,2,-55,2018-05-24 18:05:14
5,00:95:69:C6:89:C5,FF:FF:FF:FF:FF:FF,00,04,5,-64,2018-05-24 18:07:39
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,2,-49,2018-05-24 18:08:34
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,08,1,-52,2018-05-24 18:09:14
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,1,-45,2018-05-24 18:10:09
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,2,-51,2018-05-24 18:15:54
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,2,-47,2018-05-24 18:18:40
5,00:95:69:C6:89:C5,50:6F:77:44:72:C1,02,04,1,-60,2018-05-24 18:56:36
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,1,-57,2018-05-24 18:00:23
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,01,09,1,-59,2018-05-24 18:01:33
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,1,-55,2018-05-24 18:01:48
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,1,-54,2018-05-24 18:08:34
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,1,-51,2018-05-24 18:09:04
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,2,-56,2018-05-24 18:12:04
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,2,-55,2018-05-24 18:13:27
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,1,-54,2018-05-24 18:13:39
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,2,-55,2018-05-24 18:14:39
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,04,1,-53,2018-05-24 18:16:09
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,08,1,-59,2018-05-24 18:16:39
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,08,1,-57,2018-05-24 18:56:16
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,08,1,-57,2018-05-24 18:58:16
5,00:95:69:D1:53:7D,50:6F:77:44:72:C2,02,08,1,-58,2018-05-24 18:59:06
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,4,-51,2018-05-24 18:00:38
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:01:08
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,10,-9,2018-05-24 18:01:18
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,2,-58,2018-05-24 18:02:54
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:03:04
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:03:39
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:04:04
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,2,-75,2018-05-24 18:04:39
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:06:14
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,2,-58,2018-05-24 18:06:34
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:08:44
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,5,-45,2018-05-24 18:09:59
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,6,-60,2018-05-24 18:10:59
5,00:95:69:D1:61:57,FF:FF:FF:FF:FF:FF,00,04,3,-56,2018-05-24 18:11:34
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,12,-12,2018-05-24 18:11:59
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-11,2018-05-24 18:12:04
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-11,2018-05-24 18:13:27
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,10,-9,2018-05-24 18:13:39
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,2,-59,2018-05-24 18:14:27
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-11,2018-05-24 18:14:39
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,10,-9,2018-05-24 18:14:49
5,00:95:69:D1:61:57,FF:FF:FF:FF:FF:FF,00,04,1,-50,2018-05-24 18:15:59
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:16:44
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,1,-18,2018-05-24 18:17:24
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,11,-11,2018-05-24 18:18:20
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:18:25
5,00:95:69:D1:61:57,88:66:39:62:C2:01,01,09,11,-11,2018-05-24 18:18:40
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,12,-12,2018-05-24 18:18:45
5,00:95:69:D1:61:57,88:66:39:62:C2:01,01,09,12,-11,2018-05-24 18:18:50
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,11,-12,2018-05-24 18:18:55
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,12,-12,2018-05-24 18:19:00
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,11,-12,2018-05-24 18:19:05
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,08,11,-12,2018-05-24 18:19:09
5,00:95:69:D1:61:57,88:66:39:62:C2:01,02,04,11,-10,2018-05-24 18:20:05
5,00:95:69:D1:61:57,88:66:39:62:C2:01,00,04,8,-10,2018-05-24 18:20:08
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,00,0d,2,-14,2018-05-24 18:49:04
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,02,04,2,-11,2018-05-24 18:49:14
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,02,04,1,-12,2018-05-24 18:49:24
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,02,08,1,-21,2018-05-24 18:49:34
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,02,08,1,-21,2018-05-24 18:49:37
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,02,04,1,-12,2018-05-24 18:49:47
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,00,04,3,-15,2018-05-24 18:50:33
5,00:95:69:D1:61:57,FF:FF:FF:FF:FF:FF,00,04,6,-60,2018-05-24 18:50:38
5,00:95:69:D1:61:57,50:6F:77:44:72:C1,02,04,5,-55,2018-05-24 18:52:10
