shop_id,cus_mac,sen_mac,frame_big,frame_little,channel,intensity,time
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 08:00:27
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:02:06
201,00:00:00:00:74:F1,88:66:39:62:C2:01,00,04,2,-43,2018-05-26 08:02:16
201,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,2,-63,2018-05-26 08:02:26
201,00:00:00:00:74:F1,68:14:01:06:70:6C,00,0d,11,-61,2018-05-26 08:03:38
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,7,-70,2018-05-26 08:05:00
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:05:20
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:05:55
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:06:54
201,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,5,-75,2018-05-26 08:07:29
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:08:00
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:08:50
201,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,5,-77,2018-05-26 08:09:16
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,00,04,9,-52,2018-05-26 08:09:21
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-63,2018-05-26 08:09:48
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,11,-64,2018-05-26 08:09:58
201,00:00:00:00:74:F1,88:66:39:62:C3:01,00,04,1,-79,2018-05-26 08:12:17
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:12:27
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:13:27
201,00:00:00:00:74:F1,50:6F:77:44:72:C1,00,04,11,-70,2018-05-26 08:13:37
201,00:00:00:00:74:F1,88:66:39:62:C3:41,00,04,1,-58,2018-05-26 08:15:26
201,00:00:00:00:74:F1,88:66:39:62:C5:A1,00,04,11,-79,2018-05-26 08:15:36
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-64,2018-05-26 08:16:08
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,12,-62,2018-05-26 08:17:04
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:17:54
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,7,-71,2018-05-26 08:17:59
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:18:45
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:18:50
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:19:05
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:20:42
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:20:47
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,01,09,6,-81,2018-05-26 08:20:52
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:21:10
201,00:00:00:00:74:F1,88:66:39:62:D8:41,00,04,7,-52,2018-05-26 08:21:38
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:22:15
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:22:20
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:22:25
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:23:25
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:24:14
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:24:24
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,01,09,6,-80,2018-05-26 08:24:49
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:25:35
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:26:31
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:26:51
201,00:00:00:00:74:F1,88:66:39:62:C4:21,00,04,9,-68,2018-05-26 08:27:12
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:27:22
201,00:00:00:00:74:F1,88:66:39:62:C6:C1,00,04,2,-62,2018-05-26 08:27:57
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:28:12
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-62,2018-05-26 08:30:09
201,00:00:00:00:74:F1,88:66:39:62:C3:01,00,04,4,-78,2018-05-26 08:30:14
201,00:00:00:00:74:F1,68:14:01:06:70:6C,02,08,11,-62,2018-05-26 08:30:29
201,00:00:00:00:74:F1,5C:54:6D:38:B5:01,01,09,11,-61,2018-05-26 08:30:49
