shop_id,mac,intensity,time
110,00:00:00:00:74:F1,-78,2018-05-22 08:01:15
110,00:00:00:00:74:F1,-77,2018-05-22 08:03:15
110,00:00:00:00:74:F1,-67,2018-05-22 08:05:15
110,00:00:00:00:74:F1,-79,2018-05-22 08:06:15
110,00:00:00:00:74:F1,-65,2018-05-22 08:07:15
110,00:00:00:00:74:F1,-76,2018-05-22 08:09:15
110,00:00:00:00:74:F1,-48,2018-05-22 08:10:15
110,00:00:00:00:74:F1,-80,2018-05-22 08:11:15
110,00:00:00:00:74:F1,-48,2018-05-22 08:13:15
110,00:00:00:00:74:F1,-78,2018-05-22 08:14:16
110,00:00:00:00:74:F1,-76,2018-05-22 08:15:15
110,00:00:00:00:74:F1,-77,2018-05-22 08:16:15
110,00:00:00:00:74:F1,-79,2018-05-22 08:17:16
110,00:00:00:00:74:F1,-51,2018-05-22 08:18:16
110,00:00:00:00:74:F1,-77,2018-05-22 08:19:16
110,00:00:00:00:74:F1,-79,2018-05-22 08:21:16
110,00:00:00:00:74:F1,-78,2018-05-22 08:22:16
110,00:00:00:00:74:F1,-78,2018-05-22 08:23:16
110,00:00:00:00:74:F1,-84,2018-05-22 08:24:16
110,00:00:00:00:74:F1,-78,2018-05-22 08:25:16
110,00:00:00:00:74:F1,-76,2018-05-22 08:28:16
110,00:00:00:00:74:F1,-76,2018-05-22 08:29:16
110,00:00:00:00:74:F1,-68,2018-05-22 08:30:16
110,00:00:00:00:74:F1,-70,2018-05-22 08:31:16
110,00:00:00:00:74:F1,-76,2018-05-22 08:32:16
110,00:00:00:00:74:F1,-67,2018-05-22 08:33:16
110,00:00:00:00:74:F1,-58,2018-05-22 08:34:16
110,00:00:00:00:74:F1,-68,2018-05-22 08:35:16
110,00:00:00:00:74:F1,-48,2018-05-22 08:36:16
110,00:00:00:00:74:F1,-77,2018-05-22 08:37:16
110,00:00:00:00:74:F1,-78,2018-05-22 08:39:16
110,00:00:00:00:74:F1,-48,2018-05-22 08:41:16
110,00:00:00:00:74:F1,-77,2018-05-22 08:42:16
110,00:00:00:00:74:F1,-78,2018-05-22 08:43:16
110,00:00:00:00:74:F1,-69,2018-05-22 08:44:16
110,00:00:00:00:74:F1,-70,2018-05-22 08:45:16
110,00:00:00:00:74:F1,-51,2018-05-22 08:46:16
110,00:00:00:00:74:F1,-63,2018-05-22 08:47:16
110,00:00:00:00:74:F1,-49,2018-05-22 08:48:16
110,00:00:00:00:74:F1,-81,2018-05-22 08:50:16
110,00:00:00:00:74:F1,-78,2018-05-22 08:53:16
110,00:00:00:00:74:F1,-76,2018-05-22 08:54:16
110,00:00:00:00:74:F1,-73,2018-05-22 08:55:16
110,00:00:00:00:74:F1,-71,2018-05-22 08:56:16
110,00:00:00:00:74:F1,-75,2018-05-22 08:57:16
110,00:00:00:00:74:F1,-71,2018-05-22 08:58:16
110,00:00:00:00:74:F1,-61,2018-05-22 08:59:16
110,00:95:69:C6:60:01,-95,2018-05-22 08:29:16
110,00:95:69:C6:60:01,-95,2018-05-22 08:53:16
110,00:95:69:C6:77:4C,-56,2018-05-22 08:00:15
110,00:95:69:C6:77:4C,-53,2018-05-22 08:01:15
110,00:95:69:C6:77:4C,-57,2018-05-22 08:02:16
110,00:95:69:C6:77:4C,-55,2018-05-22 08:03:15
110,00:95:69:C6:77:4C,-56,2018-05-22 08:04:15
110,00:95:69:C6:77:4C,-58,2018-05-22 08:08:16
110,00:95:69:C6:77:4C,-59,2018-05-22 08:09:15
110,00:95:69:C6:77:4C,-58,2018-05-22 08:12:15
110,00:95:69:C6:77:4C,-61,2018-05-22 08:14:16
110,00:95:69:C6:77:4C,-57,2018-05-22 08:15:15
110,00:95:69:C6:77:4C,-55,2018-05-22 08:16:15
110,00:95:69:C6:77:4C,-57,2018-05-22 08:19:16
110,00:95:69:C6:77:4C,-70,2018-05-22 08:20:16
110,00:95:69:C6:77:4C,-56,2018-05-22 08:23:16
110,00:95:69:C6:77:4C,-56,2018-05-22 08:26:16
110,00:95:69:C6:77:4C,-62,2018-05-22 08:27:16
110,00:95:69:C6:77:4C,-62,2018-05-22 08:29:16
110,00:95:69:C6:77:4C,-53,2018-05-22 08:30:16
110,00:95:69:C6:77:4C,-56,2018-05-22 08:32:16
110,00:95:69:C6:77:4C,-57,2018-05-22 08:33:16
110,00:95:69:C6:77:4C,-58,2018-05-22 08:36:16
110,00:95:69:C6:77:4C,-55,2018-05-22 08:37:16
110,00:95:69:C6:77:4C,-57,2018-05-22 08:38:16
110,00:95:69:C6:77:4C,-57,2018-05-22 08:39:16
110,00:95:69:C6:77:4C,-54,2018-05-22 08:40:16
110,00:95:69:C6:77:4C,-57,2018-05-22 08:43:16
110,00:95:69:C6:77:4C,-66,2018-05-22 08:44:16
110,00:95:69:C6:77:4C,-56,2018-05-22 08:46:16
110,00:95:69:C6:77:4C,-56,2018-05-22 08:47:16
110,00:95:69:C6:77:4C,-55,2018-05-22 08:49:16
110,00:95:69:C6:77:4C,-57,2018-05-22 08:50:16
110,00:95:69:C6:77:4C,-64,2018-05-22 08:52:16
110,00:95:69:C6:77:4C,-65,2018-05-22 08:53:16
110,00:95:69:C6:77:4C,-53,2018-05-22 08:54:16
110,00:95:69:C6:77:4C,-65,2018-05-22 08:56:16
110,00:95:69:C6:77:4C,-55,2018-05-22 08:57:16
110,00:95:69:C6:77:4C,-79,2018-05-22 08:58:16
110,00:95:69:C6:77:4C,-58,2018-05-22 08:59:16
110,00:95:69:C6:86:01,-68,2018-05-22 08:01:15
110,00:95:69:C6:86:01,-73,2018-05-22 08:02:16
110,00:95:69:C6:86:01,-66,2018-05-22 08:03:15
110,00:95:69:C6:86:01,-64,2018-05-22 08:05:15
110,00:95:69:C6:86:01,-67,2018-05-22 08:09:15
110,00:95:69:C6:86:01,-69,2018-05-22 08:10:15
110,00:95:69:C6:86:01,-66,2018-05-22 08:12:15
110,00:95:69:C6:86:01,-66,2018-05-22 08:15:15
110,00:95:69:C6:86:01,-65,2018-05-22 08:16:15
110,00:95:69:C6:86:01,-81,2018-05-22 08:19:16
110,00:95:69:C6:86:01,-65,2018-05-22 08:20:16
110,00:95:69:C6:86:01,-78,2018-05-22 08:21:16
110,00:95:69:C6:86:01,-69,2018-05-22 08:22:16
110,00:95:69:C6:86:01,-76,2018-05-22 08:25:16
110,00:95:69:C6:86:01,-67,2018-05-22 08:26:16
110,00:95:69:C6:86:01,-69,2018-05-22 08:27:16
110,00:95:69:C6:86:01,-94,2018-05-22 08:28:16
110,00:95:69:C6:86:01,-65,2018-05-22 08:33:16
110,00:95:69:C6:86:01,-68,2018-05-22 08:39:16
110,00:95:69:C6:86:01,-55,2018-05-22 08:40:16
110,00:95:69:C6:86:01,-66,2018-05-22 08:44:16
110,00:95:69:C6:86:01,-67,2018-05-22 08:45:16
110,00:95:69:C6:86:01,-68,2018-05-22 08:46:16
110,00:95:69:C6:86:01,-65,2018-05-22 08:47:16
110,00:95:69:C6:86:01,-65,2018-05-22 08:51:16
110,00:95:69:C6:86:01,-74,2018-05-22 08:52:16
110,00:95:69:C6:86:01,-68,2018-05-22 08:53:16
110,00:95:69:C6:86:01,-65,2018-05-22 08:57:16
110,00:95:69:C6:86:01,-73,2018-05-22 08:58:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:01:15
110,00:95:69:C6:86:7A,-60,2018-05-22 08:03:15
110,00:95:69:C6:86:7A,-60,2018-05-22 08:05:15
110,00:95:69:C6:86:7A,-64,2018-05-22 08:06:15
110,00:95:69:C6:86:7A,-59,2018-05-22 08:08:16
110,00:95:69:C6:86:7A,-62,2018-05-22 08:09:15
110,00:95:69:C6:86:7A,-56,2018-05-22 08:10:15
110,00:95:69:C6:86:7A,-62,2018-05-22 08:11:15
110,00:95:69:C6:86:7A,-61,2018-05-22 08:15:15
110,00:95:69:C6:86:7A,-58,2018-05-22 08:16:15
110,00:95:69:C6:86:7A,-56,2018-05-22 08:17:16
110,00:95:69:C6:86:7A,-63,2018-05-22 08:19:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:20:16
110,00:95:69:C6:86:7A,-60,2018-05-22 08:22:16
110,00:95:69:C6:86:7A,-62,2018-05-22 08:23:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:25:16
110,00:95:69:C6:86:7A,-62,2018-05-22 08:27:16
110,00:95:69:C6:86:7A,-77,2018-05-22 08:28:16
110,00:95:69:C6:86:7A,-65,2018-05-22 08:30:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:31:16
110,00:95:69:C6:86:7A,-60,2018-05-22 08:33:16
110,00:95:69:C6:86:7A,-60,2018-05-22 08:34:16
110,00:95:69:C6:86:7A,-65,2018-05-22 08:35:16
110,00:95:69:C6:86:7A,-63,2018-05-22 08:36:16
110,00:95:69:C6:86:7A,-62,2018-05-22 08:39:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:40:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:41:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:44:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:45:16
110,00:95:69:C6:86:7A,-69,2018-05-22 08:46:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:47:16
110,00:95:69:C6:86:7A,-60,2018-05-22 08:49:16
110,00:95:69:C6:86:7A,-61,2018-05-22 08:50:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:51:16
110,00:95:69:C6:86:7A,-65,2018-05-22 08:52:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:53:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:54:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:55:16
110,00:95:69:C6:86:7A,-59,2018-05-22 08:57:16
110,00:95:69:C6:86:7A,-58,2018-05-22 08:58:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:00:15
110,00:95:69:C6:86:CC,-56,2018-05-22 08:01:15
110,00:95:69:C6:86:CC,-51,2018-05-22 08:02:16
110,00:95:69:C6:86:CC,-60,2018-05-22 08:03:15
110,00:95:69:C6:86:CC,-52,2018-05-22 08:04:15
110,00:95:69:C6:86:CC,-64,2018-05-22 08:05:15
110,00:95:69:C6:86:CC,-57,2018-05-22 08:06:15
110,00:95:69:C6:86:CC,-70,2018-05-22 08:07:15
110,00:95:69:C6:86:CC,-71,2018-05-22 08:08:16
110,00:95:69:C6:86:CC,-72,2018-05-22 08:09:15
110,00:95:69:C6:86:CC,-70,2018-05-22 08:10:15
110,00:95:69:C6:86:CC,-57,2018-05-22 08:11:15
110,00:95:69:C6:86:CC,-72,2018-05-22 08:12:15
110,00:95:69:C6:86:CC,-57,2018-05-22 08:13:15
110,00:95:69:C6:86:CC,-50,2018-05-22 08:14:16
110,00:95:69:C6:86:CC,-71,2018-05-22 08:15:15
110,00:95:69:C6:86:CC,-69,2018-05-22 08:16:15
110,00:95:69:C6:86:CC,-72,2018-05-22 08:17:16
110,00:95:69:C6:86:CC,-49,2018-05-22 08:18:16
110,00:95:69:C6:86:CC,-49,2018-05-22 08:19:16
110,00:95:69:C6:86:CC,-70,2018-05-22 08:20:16
110,00:95:69:C6:86:CC,-60,2018-05-22 08:21:16
110,00:95:69:C6:86:CC,-69,2018-05-22 08:22:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:23:16
110,00:95:69:C6:86:CC,-57,2018-05-22 08:24:16
110,00:95:69:C6:86:CC,-71,2018-05-22 08:25:16
110,00:95:69:C6:86:CC,-57,2018-05-22 08:26:16
110,00:95:69:C6:86:CC,-71,2018-05-22 08:27:16
110,00:95:69:C6:86:CC,-56,2018-05-22 08:28:16
110,00:95:69:C6:86:CC,-63,2018-05-22 08:29:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:30:16
110,00:95:69:C6:86:CC,-52,2018-05-22 08:31:16
110,00:95:69:C6:86:CC,-71,2018-05-22 08:32:16
110,00:95:69:C6:86:CC,-55,2018-05-22 08:33:16
110,00:95:69:C6:86:CC,-50,2018-05-22 08:34:16
110,00:95:69:C6:86:CC,-78,2018-05-22 08:35:16
110,00:95:69:C6:86:CC,-58,2018-05-22 08:36:16
110,00:95:69:C6:86:CC,-51,2018-05-22 08:37:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:38:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:39:16
110,00:95:69:C6:86:CC,-68,2018-05-22 08:40:16
110,00:95:69:C6:86:CC,-72,2018-05-22 08:41:16
110,00:95:69:C6:86:CC,-56,2018-05-22 08:42:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:43:16
110,00:95:69:C6:86:CC,-50,2018-05-22 08:44:16
110,00:95:69:C6:86:CC,-72,2018-05-22 08:45:16
110,00:95:69:C6:86:CC,-54,2018-05-22 08:46:16
110,00:95:69:C6:86:CC,-58,2018-05-22 08:47:16
110,00:95:69:C6:86:CC,-76,2018-05-22 08:48:16
110,00:95:69:C6:86:CC,-55,2018-05-22 08:49:16
110,00:95:69:C6:86:CC,-52,2018-05-22 08:50:16
110,00:95:69:C6:86:CC,-57,2018-05-22 08:51:16
110,00:95:69:C6:86:CC,-48,2018-05-22 08:52:16
110,00:95:69:C6:86:CC,-70,2018-05-22 08:53:16
110,00:95:69:C6:86:CC,-51,2018-05-22 08:54:16
110,00:95:69:C6:86:CC,-73,2018-05-22 08:55:16
110,00:95:69:C6:86:CC,-56,2018-05-22 08:56:16
110,00:95:69:C6:86:CC,-50,2018-05-22 08:57:16
110,00:95:69:C6:86:CC,-69,2018-05-22 08:58:16
110,00:95:69:C6:86:CC,-57,2018-05-22 08:59:16
110,00:95:69:C6:89:C5,-47,2018-05-22 08:00:15
110,00:95:69:C6:89:C5,-48,2018-05-22 08:01:15
110,00:95:69:C6:89:C5,-47,2018-05-22 08:02:16
110,00:95:69:C6:89:C5,-49,2018-05-22 08:03:15
110,00:95:69:C6:89:C5,-47,2018-05-22 08:04:15
110,00:95:69:C6:89:C5,-54,2018-05-22 08:05:15
110,00:95:69:C6:89:C5,-54,2018-05-22 08:06:15
110,00:95:69:C6:89:C5,-67,2018-05-22 08:07:15
110,00:95:69:C6:89:C5,-72,2018-05-22 08:08:16
110,00:95:69:C6:89:C5,-51,2018-05-22 08:09:15
110,00:95:69:C6:89:C5,-47,2018-05-22 08:10:15
110,00:95:69:C6:89:C5,-44,2018-05-22 08:11:15
110,00:95:69:C6:89:C5,-48,2018-05-22 08:12:15
110,00:95:69:C6:89:C5,-53,2018-05-22 08:13:15
110,00:95:69:C6:89:C5,-46,2018-05-22 08:14:16
110,00:95:69:C6:89:C5,-53,2018-05-22 08:15:15
110,00:95:69:C6:89:C5,-46,2018-05-22 08:16:15
110,00:95:69:C6:89:C5,-44,2018-05-22 08:17:16
110,00:95:69:C6:89:C5,-46,2018-05-22 08:18:16
110,00:95:69:C6:89:C5,-67,2018-05-22 08:19:16
110,00:95:69:C6:89:C5,-44,2018-05-22 08:20:16
110,00:95:69:C6:89:C5,-46,2018-05-22 08:21:16
110,00:95:69:C6:89:C5,-44,2018-05-22 08:22:16
