shop_id,mac,time
369,00:00:00:00:74:F1,2018-05-16 14:10:00
369,00:00:00:00:74:F1,2018-05-16 14:11:00
369,00:00:00:00:74:F1,2018-05-16 14:12:00
369,00:00:00:00:74:F1,2018-05-16 14:13:00
369,00:00:00:00:74:F1,2018-05-16 14:14:00
369,00:00:00:00:74:F1,2018-05-16 14:15:00
369,00:00:00:00:74:F1,2018-05-16 14:16:00
369,00:00:00:00:74:F1,2018-05-16 14:17:00
369,00:00:00:00:74:F1,2018-05-16 14:18:00
369,00:00:00:00:74:F1,2018-05-16 14:19:00
369,00:00:00:00:74:F1,2018-05-16 14:20:00
369,00:00:00:00:74:F1,2018-05-16 14:21:00
369,00:00:00:00:74:F1,2018-05-16 14:22:00
369,00:00:00:00:74:F1,2018-05-16 14:23:00
369,00:00:00:00:74:F1,2018-05-16 14:24:00
369,00:00:00:00:74:F1,2018-05-16 14:25:00
369,00:00:00:00:74:F1,2018-05-16 14:26:01
369,00:00:00:00:74:F1,2018-05-16 14:27:00
369,00:00:00:00:74:F1,2018-05-16 14:28:00
369,00:00:00:00:74:F1,2018-05-16 14:29:00
369,00:00:00:00:74:F1,2018-05-16 14:30:01
369,00:00:00:00:74:F1,2018-05-16 14:31:01
369,00:00:00:00:74:F1,2018-05-16 14:32:01
369,00:00:00:00:74:F1,2018-05-16 14:33:01
369,00:00:00:00:74:F1,2018-05-16 14:34:01
369,00:00:00:00:74:F1,2018-05-16 14:35:01
369,00:00:00:00:74:F1,2018-05-16 14:36:01
369,00:00:00:00:74:F1,2018-05-16 14:37:01
369,00:00:00:00:74:F1,2018-05-16 14:38:01
369,00:00:00:00:74:F1,2018-05-16 14:39:01
369,00:00:00:00:74:F1,2018-05-16 14:40:01
369,00:00:00:00:74:F1,2018-05-16 14:41:01
369,00:00:00:00:74:F1,2018-05-16 14:42:01
369,00:00:00:00:74:F1,2018-05-16 14:43:01
369,00:00:00:00:74:F1,2018-05-16 14:44:01
369,00:00:00:00:74:F1,2018-05-16 14:45:01
369,00:00:00:00:74:F1,2018-05-16 14:46:01
369,00:00:00:00:74:F1,2018-05-16 14:47:01
369,00:00:00:00:74:F1,2018-05-16 14:48:01
369,00:00:00:00:74:F1,2018-05-16 14:49:01
369,00:00:00:00:74:F1,2018-05-16 14:50:01
369,00:00:00:00:74:F1,2018-05-16 14:51:01
369,00:00:00:00:74:F1,2018-05-16 14:52:01
369,00:00:00:00:74:F1,2018-05-16 14:53:01
369,00:00:00:00:74:F1,2018-05-16 14:54:01
369,00:00:00:00:74:F1,2018-05-16 14:55:01
369,00:00:00:00:74:F1,2018-05-16 14:56:01
369,00:00:00:00:74:F1,2018-05-16 14:57:01
369,00:00:00:00:74:F1,2018-05-16 14:58:01
369,00:00:00:00:74:F1,2018-05-16 14:59:01
369,00:00:00:00:74:F1,2018-05-16 15:00:01
369,00:00:00:00:74:F1,2018-05-16 15:01:01
369,00:00:00:00:74:F1,2018-05-16 15:02:01
369,00:00:00:00:74:F1,2018-05-16 15:03:01
369,00:00:00:00:74:F1,2018-05-16 15:04:01
369,00:00:00:00:74:F1,2018-05-16 15:05:01
369,00:00:00:00:74:F1,2018-05-16 15:06:01
369,00:00:00:00:74:F1,2018-05-16 15:07:01
369,00:00:00:00:74:F1,2018-05-16 15:08:01
369,00:00:00:00:74:F1,2018-05-16 15:09:01
369,00:00:00:00:74:F1,2018-05-16 15:10:01
369,00:00:00:00:74:F1,2018-05-16 15:10:02
369,00:00:00:00:74:F1,2018-05-16 15:11:01
369,00:00:00:00:74:F1,2018-05-16 15:12:02
