shop_id,mac,time
110,00:00:00:00:74:F1,2018-05-20 00:01:31
110,00:00:00:00:74:F1,2018-05-20 00:02:31
110,00:00:00:00:74:F1,2018-05-20 00:04:31
110,00:00:00:00:74:F1,2018-05-20 00:06:31
110,00:00:00:00:74:F1,2018-05-20 00:07:31
110,00:00:00:00:74:F1,2018-05-20 00:09:31
110,00:00:00:00:74:F1,2018-05-20 00:10:31
110,00:00:00:00:74:F1,2018-05-20 00:11:31
110,00:00:00:00:74:F1,2018-05-20 00:13:31
110,00:00:00:00:74:F1,2018-05-20 00:14:31
110,00:00:00:00:74:F1,2018-05-20 00:17:31
110,00:00:00:00:74:F1,2018-05-20 00:18:31
110,00:00:00:00:74:F1,2018-05-20 00:20:31
110,00:00:00:00:74:F1,2018-05-20 00:22:31
110,00:00:00:00:74:F1,2018-05-20 00:23:31
110,00:00:00:00:74:F1,2018-05-20 00:24:31
110,00:00:00:00:74:F1,2018-05-20 00:25:31
110,00:00:00:00:74:F1,2018-05-20 00:27:31
110,00:00:00:00:74:F1,2018-05-20 00:29:31
110,00:00:00:00:74:F1,2018-05-20 00:30:31
110,00:00:00:00:74:F1,2018-05-20 00:33:31
110,00:00:00:00:74:F1,2018-05-20 00:35:31
110,00:00:00:00:74:F1,2018-05-20 00:37:31
110,00:00:00:00:74:F1,2018-05-20 00:39:31
110,00:00:00:00:74:F1,2018-05-20 00:40:31
110,00:00:00:00:74:F1,2018-05-20 00:42:31
110,00:00:00:00:74:F1,2018-05-20 00:45:31
110,00:00:00:00:74:F1,2018-05-20 00:47:31
110,00:00:00:00:74:F1,2018-05-20 00:49:31
110,00:00:00:00:74:F1,2018-05-20 00:50:31
110,00:00:00:00:74:F1,2018-05-20 00:51:31
110,00:00:00:00:74:F1,2018-05-20 00:55:31
110,00:00:00:00:74:F1,2018-05-20 00:56:31
110,00:00:00:00:74:F1,2018-05-20 00:58:31
110,00:00:00:00:74:F1,2018-05-20 01:00:31
110,00:00:00:00:74:F1,2018-05-20 01:02:31
110,00:00:00:00:74:F1,2018-05-20 01:03:31
110,00:00:00:00:74:F1,2018-05-20 01:05:31
110,00:00:00:00:74:F1,2018-05-20 01:08:31
110,00:00:00:00:74:F1,2018-05-20 01:09:31
110,00:00:00:00:74:F1,2018-05-20 01:10:32
110,00:00:00:00:74:F1,2018-05-20 01:12:32
110,00:00:00:00:74:F1,2018-05-20 01:15:32
110,00:00:00:00:74:F1,2018-05-20 01:16:32
110,00:00:00:00:74:F1,2018-05-20 01:17:32
