store_id,name,count,,,,一千条销售 不含自编码,,
,,,,,,6902890236207 ,,6925955811645 
,,,,,,6901028207072 ,,4897085300028 
,,,,,,4891599366808 ,,6923644285760 
,,,,,,6921294308501 ,,6901028092821 
,,,,,,721031940102 ,,6971213220063 
,,,,,,6932496800021 ,,6937760700496 
,,,,,,6921294392401 ,,6937760700632 
,,,,,,6924743919211 ,,931780720885 
,,,,,,6921168520015 ,,6943827613753 
,,,,,,6933311066998 ,,6956052900840 
,,,,,,6937761805015 ,,628804011142 
,,,,,,6938514100456 ,,601035616065 
,,,,,,6906785503016 ,,6948797204796 
,,,,,,6901028317122 ,,6956052900116 
,,,,,,6901028111263 ,,6948797204161 
,,,,,,69025143 ,,692804011128 
,,,,,,6901028001618 ,,6949602576756 
,,,,,,4547691239082 ,,6949602576770 
,,,,,,4547691239129 ,,6927342936122 
,,,,,,4547691239143 ,,6938606083551 
,,,,,,6920202888883 ,,3198882786390 
,,,,,,6970042900085 ,,6936382005569 
,,,,,,6901028193498 ,,6936879200088 
,,,,,,4547691239129 ,,6951691122936 
,,,,,,6957735788861 ,,6940739033013 
,,,,,,6901028075763 ,,6949602576763 
,,,,,,6934660511627 ,,3198822000944 
,,,,,,6901028180559 ,,6902088718003 
,,,,,,6920912353626 ,,6923649123395 
,,,,,,6970042900085 ,,6943269290079 
,,,,,,4897036691175 ,,6955854601184 
,,,,,,6901028053136 ,,6931963600416 
,,,,,,6901028160278 ,,6948849400213 
,,,,,,6919838200695 ,,6926292516682 
,,,,,,6922683369998 ,,6936329477305 
,,,,,,6923450661994 ,,6945572721509 
,,,,,,6924160714567 ,,6938606083711 
,,,,,,6927797622434 ,,6931444922853 
,,,,,,6931008484285 ,,6931937508670 
,,,,,,6931008491658 ,,6937287303088 
,,,,,,6954712620169 ,,6931743000535 
,,,,,,6958682700647 ,,6938606083728 
,,,,,,901028062008 ,,6958340604904 
,,,,,,6921168593569 ,,6938606081601 
,,,,,,6924743915848 ,,6922357114046 
,,,,,,6901028165235 ,,6939621401214 
,,,,,,6901584030008 ,,6926625200103 
,,,,,,4891028164395 ,,6944568250276 
,,,,,,4891028170150 ,,6949230400959 
,,,,,,6901424333948 ,,6955854695633 
,,,,,,6924686500118 ,,6923485100383 
,,,,,,6928758789661 ,,6901028183222 
,,,,,,6902083886455 ,,6956706881518 
,,,,,,6922255451427 ,,6938606080710 
,,,,,,6924187851184 ,,6936592900272 
,,,,,,8993175537445 ,,6923485102578 
,,,,,,4891028164456 ,,6958682601623 
,,,,,,6902890234166 ,,6954446303338 
,,,,,,6901845041248 ,,6923485101533 
,,,,,,8858702410816 ,,6936382008010 
,,,,,,6901028192729 ,,6941651900223 
,,,,,,6902312188824 ,,6931743000887 
,,,,,,6902890236207 ,,6949456700406 
,,,,,,6924746201467 ,,6956928800847 
,,,,,,6925303710446 ,,6938497415523 
,,,,,,4891028165279 ,,6930662099651 
,,,,,,6924160713522 ,,6933078890317 
,,,,,,6936003512414 ,,6956060803874 
,,,,,,8993175537445 ,,6955854695589 
,,,,,,6923976113137 ,,6923055500070 
,,,,,,6925303754112 ,,6931008485626 
,,,,,,6952813400987 ,,6938606081182 
,,,,,,6938888888844 ,,6956706899377 
,,,,,,6944649700126 ,,6923485101007 
,,,,,,6957735788861 ,,6923485102295 
,,,,,,6920907800944 ,,4897049720237 
,,,,,,6923644240318 ,,6935563600234 
,,,,,,6933066001411 ,,6956706881518 
,,,,,,6921168593545 ,,6927645503120 
,,,,,,6924187820067 ,,6951691122936 
,,,,,,6949352201144 ,,6955854601184 
,,,,,,6920907800913 ,,6956928800847 
,,,,,,6921294357639 ,,6904417012462 
,,,,,,6922858211077 ,,6936382005569 
,,,,,,6959461200136 ,,6942278032014 
,,,,,,8993175537445 ,,6949602576763 
,,,,,,6901028111263 ,,6936592900043 
,,,,,,6922266444449 ,,4897049720237 
,,,,,,6956367338666 ,,6931963600416 
,,,,,,6900463000507 ,,6935924406383 
,,,,,,6924810800015 ,,6923485101533 
,,,,,,6921168558032 ,,6923485100338 
,,,,,,6934502300709 ,,6954004250470 
,,,,,,6901028942966 ,,6924922300021 
,,,,,,6923644240318 ,,6923485102578 
,,,,,,6924746200545 ,,6971147070031 
,,,,,,4891028164456 ,,6923485102295 
,,,,,,6920766212094 ,,6923649123395 
,,,,,,6923644242923 ,,6935630980382 
,,,,,,6970042900085 ,,6931963600522 
,,,,,,69025143 ,,6938606080710 
,,,,,,6921804700757 ,,6931008490316 
,,,,,,6937221703387 ,,6958682601623 
,,,,,,6902083886455 ,,6920174749281 
,,,,,,6934665087653 ,,654767410173 
,,,,,,6934665087653 ,,6970845730001 
,,,,,,4891214699106 ,,6923485102592 
,,,,,,6902083881085 ,,6949602576770 
,,,,,,6911988014276 ,,6970256230015 
,,,,,,6920732111109 ,,6926373103114 
,,,,,,6924874766098 ,,6926373102117 
,,,,,,6954432710249 ,,6948630802578 
,,,,,,6906151600462 ,,6954004250357 
,,,,,,6922858211046 ,,6923523297808 
,,,,,,6920766211110 ,,6920436200048 
,,,,,,6924686500026 ,,6970275590077 
,,,,,,6923450605295 ,,6948849400213 
,,,,,,6923450657607 ,,3198822000944 
,,,,,,6923644268503 ,,6942810553212 
,,,,,,6954432710249 ,,6940531250823 
,,,,,,6902538004045 ,,6923485101007 
,,,,,,6924168102359 ,,6902227014386 
,,,,,,6917878030623 ,,6926695420142 
,,,,,,6920202888883 ,,6920436200543 
,,,,,,6934502300709 ,,6958340604904 
,,,,,,6934665087653 ,,6936592900753 
,,,,,,6921168504022 ,,6948849400275 
,,,,,,6921294399639 ,,6931008485626 
,,,,,,6922858211091 ,,6920768270016 
,,,,,,6900463004406 ,,6923649123814 
,,,,,,6901028111539 ,,6940889801692 
,,,,,,6901028160278 ,,6944364131199 
,,,,,,6901028201728 ,,6954004290124 
,,,,,,6931008483905 ,,6925976116231 
,,,,,,6931008491658 ,,6933890350808 
,,,,,,901028062008 ,,6931963600515 
,,,,,,4891028705949 ,,6956060803874 
,,,,,,4902210265803 ,,6936382007600 
,,,,,,6921168509256 ,,6938495725150 
,,,,,,6956416200425 ,,6948630899110 
,,,,,,6914782111929 ,,6926895082362 
,,,,,,8993175537445 ,,6938175900426 
,,,,,,6924686500118 ,,6936382010006 
,,,,,,4710199037010 ,,6923485100383 
,,,,,,4710199087701 ,,6943438078552 
,,,,,,6902890234166 ,,6938520400403 
,,,,,,6901180973686 ,,6939262601707 
,,,,,,6902538004045 ,,6935107202917 
,,,,,,6920912340602 ,,6938606081052 
,,,,,,6935284412918 ,,6932312610018 
,,,,,,6923976110167 ,,6927645503137 
,,,,,,6924743919211 ,,6936592900050 
,,,,,,6907992511139 ,,6951021104298 
,,,,,,6920174736922 ,,6932898678891 
,,,,,,8993175537445 ,,6955854695633 
,,,,,,6911988007810 ,,6938134229780 
,,,,,,6923450605295 ,,6931937508670 
,,,,,,6925526601460 ,,6940739033013 
,,,,,,4710199080566 ,,6930788288083 
,,,,,,6907992102764 ,,6952393321146 
,,,,,,6924743919259 ,,6935893820487 
,,,,,,4710199080566 ,,6931008490286 
,,,,,,6907992102764 ,,6931963600966 
,,,,,,6924743915848 ,,6938606083049 
,,,,,,6925303714208 ,,6940739011110 
,,,,,,4710199080566 ,,6926373108416 
,,,,,,6901285991271 ,,6938497415523 
,,,,,,6911988014320 ,,642886307252 
,,,,,,6901028196406 ,,6949602576756 
,,,,,,6901028000642 ,,6920556900132 
,,,,,,6901028000642 ,,6931372421732 
,,,,,,6924187851160 ,,6937798118683 
,,,,,,6932850200085 ,,6955854695589 
,,,,,,6902312303210 ,,6940889800503 
,,,,,,6941704409246 ,,690128000826 
,,,,,,6934660556116 ,,649128600072 
,,,,,,6911988005809 ,,6938606082936 
,,,,,,6946623701563 ,,6902088718003 
,,,,,,6946623701563 ,,6926373102216 
,,,,,,6923644223458 ,,6948630804633 
,,,,,,6923644241353 ,,6946110200289 
,,,,,,6924686500002 ,,6946057621062 
,,,,,,6925303793579 ,,901285991219 
,,,,,,6902890233893 ,,6932898688555 
,,,,,,6923644242930 ,,610019009885 
,,,,,,6901028207072 ,,6949419837125 
,,,,,,6917878027333 ,,6951079280111 
,,,,,,6924686500026 ,,601028001618 
,,,,,,6922858211077 ,,948960100993 
,,,,,,6901028000826 ,,6955913501257 
,,,,,,6901214168811 ,,901028000826 
,,,,,,6911988000682 ,,908946287650 
,,,,,,6924187820067 ,,6949579961111 
,,,,,,6903388242007 ,,491132011103 
,,,,,,6911988000682 ,,6923485101977 
,,,,,,6924187820067 ,,6948630806071 
,,,,,,6901285991530 ,,6938204510008 
,,,,,,6920907800913 ,,6936382000021 
,,,,,,6926892524063 ,,6957167203024 
,,,,,,6901028071772 ,,6936329477305 
,,,,,,6920180239196 ,,6945036505881 
,,,,,,6920180239196 ,,6938606080758 
,,,,,,6920180239196 ,,6945572788274 
,,,,,,6920180239196 ,,601028180559 
,,,,,,8801116003907 ,,6952652601187 
,,,,,,6920180239196 ,,625303770563 
,,,,,,6920180239196 ,,6931963600423 
,,,,,,69025143 ,,6924748901044 
,,,,,,69025143 ,,656416200029 
,,,,,,69025143 ,,6926865522089 
,,,,,,69025143 ,,6970856360273 
,,,,,,6920180239196 ,,6956706897076 
,,,,,,6920180239196 ,,6943489801123 
,,,,,,6920180239196 ,,6938606081007 
,,,,,,69025143 ,,6938606080253 
,,,,,,6909131169201 ,,695728300282 
,,,,,,6901028942911 ,,6938684601623 
,,,,,,69029097 ,,6948270770039 
,,,,,,6923450605295 ,,6949419837095 
,,,,,,6923450605295 ,,6925201710173 
,,,,,,6925303770563 ,,6948630801250 
,,,,,,6925303773106 ,,6970764390010 
,,,,,,6901028207072 ,,693722170976 
,,,,,,6919892113702 ,,6946378708015 
,,,,,,7622100855194 ,,6951684102037 
,,,,,,6901028169677 ,,6937032800473 
,,,,,,6924187820067 ,,6945022150156 
,,,,,,6901028114448 ,,6935877720284 
,,,,,,6924187820067 ,,6933125611216 
,,,,,,6924187821644 ,,6933156600029 
,,,,,,6902265610014 ,,6956706895317 
,,,,,,6934660525259 ,,6945572721523 
,,,,,,6949352210696 ,,3464304769 
,,,,,,6957735788861 ,,6951880126202 
,,,,,,6911988014320 ,,6956060804918 
,,,,,,6901028185905 ,,6921734902467 
,,,,,,6925303754112 ,,926088107209 
,,,,,,4547691770950 ,,6935893821736 
,,,,,,6928758789609 ,,6951880172391 
,,,,,,6928758789661 ,,6926088107926 
,,,,,,6937761805015 ,,6955646400285 
,,,,,,6925303721367 ,,6920930379219 
,,,,,,6956416200029 ,,6956706895379 
,,,,,,6901028180573 ,,6952393355547 
,,,,,,6901028180573 ,,6931008485619 
,,,,,,6926892524063 ,,6936380623093 
,,,,,,6901028207072 ,,6954712688015 
,,,,,,6941704409246 ,,6938606081199 
,,,,,,6901028003582 ,,920912351677 
,,,,,,6921168558018 ,,6958906000188 
,,,,,,6921294305104 ,,6926373102155 
,,,,,,6925303730574 ,,6926373103121 
,,,,,,6925857101486 ,,6932827100059 
,,,,,,6926958301874 ,,6936382008010 
,,,,,,6926958301874 ,,6925702652026 
,,,,,,6901424333948 ,,6920907807943 
,,,,,,6934502300709 ,,6935567699166 
,,,,,,4891132011103 ,,931780720885 
,,,,,,6909131169201 ,,601028000642 
,,,,,,6948960100108 ,,6951880172513 
,,,,,,6901028062008 ,,6926865500704 
,,,,,,6901010117440 ,,6921468222336 
,,,,,,6903148032053 ,,6939414100553 
,,,,,,6903244370998 ,,944649700126 
,,,,,,6901028075862 ,,601028942928 
,,,,,,6922858211091 ,,6938121602640 
,,,,,,6924686500118 ,,6925494300778 
,,,,,,6928804010114 ,,6920556900934 
,,,,,,6928804011142 ,,926892516082 
,,,,,,6925019906379 ,,6935622900169 
,,,,,,6924187820067 ,,6928910190274 
,,,,,,6901028071765 ,,6956706891180 
,,,,,,6922858233109 ,,6944591200385 
,,,,,,6901028000826 ,,6926388100252 
,,,,,,6902265610014 ,,911988006462 
,,,,,,6926475204474 ,,6951684102259 
,,,,,,6901285991219 ,,6956505466107 
,,,,,,6920548862042 ,,696892516082 
,,,,,,6923644278588 ,,625696400221 
,,,,,,6934665087653 ,,6904417012448 
,,,,,,4891028164456 ,,6949419844789 
,,,,,,6909548017287 ,,6944591201023 
,,,,,,6947144622580 ,,6970594650575 
,,,,,,6911920278834 ,,6958214656121 
,,,,,,6956367338666 ,,6958581600017 
,,,,,,6921294359091 ,,6970899369028 
,,,,,,6901028180801 ,,6970665690110 
,,,,,,6901028317122 ,,6926373102100 
,,,,,,6901028118170 ,,6948630802226 
,,,,,,6901028193498 ,,6956060803157 
,,,,,,6903244370424 ,,951957205755 
,,,,,,6903244370950 ,,6937168850519 
,,,,,,4895062700281 ,,902312188817 
,,,,,,6921168520015 ,,6951880168899 
,,,,,,6922266434877 ,,6924994130663 
,,,,,,6922858211077 ,,6922829024095 
,,,,,,6901180339581 ,,6951880128862 
,,,,,,6933311066998 ,,6957167202300 
,,,,,,6901028193498 ,,6935342010728 
,,,,,,6902534023811 ,,6926373102131 
,,,,,,6925303714086 ,,6926373102193 
,,,,,,4891338000932 ,,6941651900339 
,,,,,,6922266444449 ,,6940306800017 
,,,,,,6928758789609 ,,6948630808402 
,,,,,,6901028111263 ,,6943429211128 
,,,,,,4891599338393 ,,888462550932 
,,,,,,6956367338680 ,,6944330905038 
,,,,,,4891028705635 ,,68905312 
,,,,,,6901010117440 ,,69014277 
,,,,,,6902083881085 ,,542154962 
,,,,,,6921294351941 ,,165461324 
,,,,,,6928758789609 ,,40036445 
,,,,,,6928804011326 ,,6930109608071 
,,,,,,7622100855194 ,,6957291012394 
,,,,,,6901028193498 ,,8850468201066 
,,,,,,6920202888883 ,,6959356100985 
,,,,,,6923450605318 ,,6933346335854 
,,,,,,6911988006547 ,,76145513 
,,,,,,6901028942966 ,,9556138002382 
,,,,,,6923644223458 ,,3760227440245 
,,,,,,6911988005809 ,,7804640492644 
,,,,,,6928804011142 ,,7804640492675 
,,,,,,6920907808513 ,,9313467535819 
,,,,,,6925303754952 ,,9313467537714 
,,,,,,6920180219006 ,,9331074004009 
,,,,,,6901028062312 ,,4713105800692 
,,,,,,6947506587397 ,,4713105802214 
,,,,,,6923450656150 ,,6970443240698 
,,,,,,6901028000642 ,,8850468201066 
,,,,,,6907992102764 ,,917935002280 
,,,,,,6901285991219 ,,6968370026126 
,,,,,,6925526601460 ,,6943304400685 
,,,,,,6920912349025 ,,6901028125314 
,,,,,,6926265301130 ,,9588811380135 
,,,,,,6925303721367 ,,4713105805789 
,,,,,,6925303730574 ,,4711609000778 
,,,,,,6935284412918 ,,4711609000785 
,,,,,,4710111900705 ,,6924743920989 
,,,,,,6901285991271 ,,692880401114 
,,,,,,6925303714086 ,,6970430621929 
,,,,,,6901035603218 ,,6931691118269 
,,,,,,6949352210672 ,,7804650740353 
,,,,,,6930953014202 ,,8801104940023 
,,,,,,4891214699106 ,,8809022200878 
,,,,,,6918551807884 ,,4714221810237 
,,,,,,6923644268503 ,,6930755600894 
,,,,,,6901028942898 ,,8699120541665 
,,,,,,6901070600159 ,,8997788990819 
,,,,,,6921672103933 ,,695413670398 
,,,,,,6932496800021 ,,9556121026913 
,,,,,,6902538004045 ,,6923287603969 
,,,,,,6911988000682 ,,6927106461839 
,,,,,,6933641102120 ,,6932447112371 
,,,,,,6959011900080 ,,9556852681375 
,,,,,,6901028005029 ,,4712206980487 
,,,,,,6901028193498 ,,920338489862 
,,,,,,6921294389463 ,,5290074002139 
,,,,,,6923644279059 ,,8854761154012 
,,,,,,6944649700126 ,,8854761384310 
,,,,,,4891028705635 ,,8809441990282 
,,,,,,6901285991271 ,,8936094346200 
,,,,,,6920766212094 ,,4066600601951 
,,,,,,6924686501498 ,,4897035710303 
,,,,,,6902890236207 ,,6916882001087 
,,,,,,6925303714208 ,,6959606521317 
,,,,,,6907992103211 ,,6923450691014 
,,,,,,6921168509256 ,,822222208 
,,,,,,6923644251123 ,,8859237001128 
,,,,,,6937761805015 ,,6953601800507 
,,,,,,6907992103211 ,,6959315405632 
,,,,,,6921168509256 ,,4711476618687 
,,,,,,6923644251123 ,,6970018550122 
,,,,,,6937761805015 ,,4713507016615 
,,,,,,4710199080566 ,,6970430622872 
,,,,,,6920907808117 ,,82106706 
,,,,,,8857107231774 ,,4711476000284 
,,,,,,6901028180801 ,,9556007001164 
,,,,,,6923644240318 ,,4712245000092 
,,,,,,69025143 ,,4580114002641 
,,,,,,69025143 ,,9557610543645 
,,,,,,6903244370974 ,,4713105805185 
,,,,,,6923644242923 ,,6910772003939 
,,,,,,6921294305166 ,,8001100059242 
,,,,,,6901028159562 ,,8859237001104 
,,,,,,69025143 ,,9556296300856 
,,,,,,69025143 ,,4710696102785 
,,,,,,69025143 ,,4710696102860 
,,,,,,6923450656181 ,,4710696106189 
,,,,,,6923450656181 ,,4713105800685 
,,,,,,6923644223458 ,,8993083931410 
,,,,,,6901028180573 ,,6942536539378 
,,,,,,6917878030623 ,,619659136864 
,,,,,,6930953014202 ,,6926745690235 
,,,,,,6923644268503 ,,6901028937191 
,,,,,,69025143 ,,6902212028916 
,,,,,,6925303754112 ,,8005890006967 
,,,,,,6924686550083 ,,6944325953150 
,,,,,,6932512600369 ,,6951981900961 
,,,,,,6937221704339 ,,6948819908855 
,,,,,,6901668005762 ,,6944325953518 
,,,,,,6920766211110 ,,6970556460013 
,,,,,,6924743915763 ,,6925307002165 
,,,,,,69025143 ,,6932311293816 
,,,,,,6901028118170 ,,6949419841962 
,,,,,,69025143 ,,6926678350121 
,,,,,,6907992510453 ,,6970664240156 
,,,,,,6957788400048 ,,6970822180058 
,,,,,,6901028015622 ,,6957599200387 
,,,,,,6901028075770 ,,6938106500053 
,,,,,,6923450657607 ,,6936169200606 
,,,,,,6956416203426 ,,6952436301210 
,,,,,,6928804013672 ,,6953832900038 
,,,,,,6921168509256 ,,6970807407057 
,,,,,,6920148071219 ,,6937398900121 
,,,,,,6903148170342 ,,6956647066227 
,,,,,,6956416203426 ,,6949353401277 
,,,,,,6956416203426 ,,6921326703045 
,,,,,,6921294398342 ,,6946623702218 
,,,,,,4891028705635 ,,6927343801566 
,,,,,,6921294305012 ,,6971059230073 
,,,,,,6924187851184 ,,6956615604871 
,,,,,,6933311066998 ,,6924406005794 
,,,,,,6938514100449 ,,6959582357160 
,,,,,,6938514100456 ,,6922359500649 
,,,,,,4891028705949 ,,6935204211805 
,,,,,,6924254673053 ,,6950251500023 
,,,,,,6937882742749 ,,6970129719739 
,,,,,,6902538004045 ,,6924442525768 
,,,,,,69025143 ,,6928587600021 
,,,,,,6907992510453 ,,6930678883619 
,,,,,,6920548867313 ,,6935304608789 
,,,,,,6930917200870 ,,6943466901730 
,,,,,,6923644242923 ,,6924513908001 
,,,,,,6957735788861 ,,4895074301810 
,,,,,,6902083908409 ,,6930069630822 
,,,,,,6901028180559 ,,6956393417090 
,,,,,,6914782111929 ,,6942628020579 
,,,,,,8993175537445 ,,6970592400066 
,,,,,,6928804010381 ,,6948797204772 
,,,,,,6928804011227 ,,4895058312962 
,,,,,,6901028942898 ,,6958447400577 
,,,,,,6928758789609 ,,6970673330114 
,,,,,,6959461200136 ,,6927372910048 
,,,,,,6901028075862 ,,6970587630096 
,,,,,,6921168500956 ,,6947896700659 
,,,,,,6934024590367 ,,6928563201549 
,,,,,,6901424286206 ,,6924187860148 
,,,,,,69019388 ,,6958447401819 
,,,,,,6925303773106 ,,6943466901310 
,,,,,,,,6939319707864 
,,,,,,,,6970454190111 
,,,,,,,,6942506001522 
,,,,,,,,6970678713264 
,,,,,,,,6948832900003 
,,,,,,,,6928082080519 
,,,,,,,,6970197113538 
,,,,,,,,6943986293926 
,,,,,,,,6930066587389 
,,,,,,,,6942192668054 
,,,,,,,,6957189360316 
,,,,,,,,6931805400105 
,,,,,,,,6970747930059 
,,,,,,,,6971059230028 
,,,,,,,,6945972800330 
,,,,,,,,6931008492600 
,,,,,,,,6941704404487 
,,,,,,,,6943304405000 
,,,,,,,,6951880128015 
,,,,,,,,6933901401222 
,,,,,,,,6931256302768 
,,,,,,,,6926667100195 
,,,,,,,,6949846900522 
,,,,,,,,6935698202907 
,,,,,,,,6946546633101 
,,,,,,,,6942628020524 
,,,,,,,,6923454900181 
,,,,,,,,6920732122273 
,,,,,,,,6935698020822 
,,,,,,,,6945095400127 
,,,,,,,,4897085300011 
,,,,,,,,6970584841181 
,,,,,,,,6951967480036 
,,,,,,,,6971190102932 
,,,,,,,,6957614100234 
,,,,,,,,6936382007648 
,,,,,,,,4897085300189 
,,,,,,,,6925266301934 
,,,,,,,,6936752100146 
,,,,,,,,6932773661055 
,,,,,,,,6944433128280 
,,,,,,,,6957189363102 
,,,,,,,,6959083705187 
,,,,,,,,6953684200133 
,,,,,,,,6953684269932 
,,,,,,,,6957678980025 
,,,,,,,,6928082082582 
,,,,,,,,6922754558047 
,,,,,,,,6958447400935 
,,,,,,,,6970795553330 
,,,,,,,,6959582356521 
,,,,,,,,6951981900091 
,,,,,,,,6948988935683 
,,,,,,,,6948988919263 
,,,,,,,,6956615604925 
,,,,,,,,6970584841228 
,,,,,,,,6939816800082 
,,,,,,,,6944591200842 
,,,,,,,,6953641686680 
,,,,,,,,6943304405482 
,,,,,,,,6950253800237 
,,,,,,,,6925999702015 
,,,,,,,,6909493801016 
,,,,,,,,6970587630072 
,,,,,,,,6933290400370 
,,,,,,,,6939817500103 
,,,,,,,,6970584841211 
,,,,,,,,6958447401550 
,,,,,,,,6925290589087 
,,,,,,,,6951880128831 
,,,,,,,,6959582320003 
,,,,,,,,6951981909919 
,,,,,,,,6948581404180 
,,,,,,,,6951880128848 
,,,,,,,,6953861902126 
,,,,,,,,6970807409099 
,,,,,,,,6925290589049 
,,,,,,,,6948442000865 
,,,,,,,,6970664150080 
,,,,,,,,6920655000290 
,,,,,,,,6926292586234 
,,,,,,,,6926292539636 
,,,,,,,,6926712001026 
,,,,,,,,6957614100210 
,,,,,,,,6957614100227 
,,,,,,,,6959582357276 
,,,,,,,,6936805452079 
,,,,,,,,6955073003349 
,,,,,,,,4714451769159 
,,,,,,,,6922754558023 
,,,,,,,,6936895599982 
,,,,,,,,6958106700499 
,,,,,,,,6924056300102 
,,,,,,,,6901028018364 
,,,,,,,,621804700757 
,,,,,,,,6908947000289 
,,,,,,,,901064000767 
,,,,,,,,6920784800211 
,,,,,,,,6928052611125 
,,,,,,,,6936371008199 
,,,,,,,,9780711232419 
,,,,,,,,6901028064927 
,,,,,,,,4897008185060 
,,,,,,,,9787111498728 
,,,,,,,,9787111498728 
,,,,,,,,6901721496995 
,,,,,,,,6928521662986 
,,,,,,,,9300639500041 
,,,,,,,,8850309201736 
,,,,,,,,4894514005486 
,,,,,,,,4894514005509 
,,,,,,,,8000500251195 
,,,,,,,,4895058315642 
,,,,,,,,5410038201501 
,,,,,,,,4903333059850 
,,,,,,,,9787111498728 
,,,,,,,,8936031833190 
,,,,,,,,6953684208016 
,,,,,,,,6954327433055 
,,,,,,,,6926663086028 
,,,,,,,,6940923070015 
,,,,,,,,6970164221631 
,,,,,,,,6934517201855 
,,,,,,,,6925633306869 
,,,,,,,,6948661711504 
,,,,,,,,6951370034246 
,,,,,,,,6970389680060 
,,,,,,,,6930575550003 
,,,,,,,,6925696400993 
,,,,,,,,6925696401013 
,,,,,,,,6951981910588 
,,,,,,,,6925406704045 
,,,,,,,,6926233300370 
,,,,,,,,6934231500661 
,,,,,,,,6953604501081 
,,,,,,,,935178500288 
,,,,,,,,6970454190111 
,,,,,,,,6937658300869 
,,,,,,,,6952930811307 
,,,,,,,,6901028313513 
,,,,,,,,6915530710074 
,,,,,,,,4719579946034 
,,,,,,,,4897028981864 
,,,,,,,,6927071489111 
,,,,,,,,6935751623090 
,,,,,,,,6954736300214 
,,,,,,,,6951420919066 
,,,,,,,,6925420811224 
,,,,,,,,6928909922039 
,,,,,,,,6936284761136 
,,,,,,,,6970221504158 
,,,,,,,,6956226580540 
,,,,,,,,6970221502086 
,,,,,,,,6970221504110 
,,,,,,,,6922761400148 
,,,,,,,,6927157500105 
,,,,,,,,4897028982342 
,,,,,,,,6924987518805 
,,,,,,,,7566156028 
,,,,,,,,6927342936122 
,,,,,,,,6970089173749 
,,,,,,,,4719579946003 
,,,,,,,,6971135960146 
,,,,,,,,4612434564223 
,,,,,,,,6921961901998 
,,,,,,,,6948270770039 
,,,,,,,,6936879200026 
,,,,,,,,970673561020 
,,,,,,,,6922927400128 
,,,,,,,,6959800009239 
,,,,,,,,6948926230375 
,,,,,,,,6901028313513 
,,,,,,,,6901382005000 
,,,,,,,,6901798156587 
,,,,,,,,6901798172808 
,,,,,,,,6948678720124 
,,,,,,,,6948893100022 
,,,,,,,,70820258 
,,,,,,,,6925330435107 
,,,,,,,,6925330435176 
,,,,,,,,6936879200279 
,,,,,,,,6947966983326 
,,,,,,,,925330435107 
,,,,,,,,6927640061083 
,,,,,,,,6954877900533 
,,,,,,,,907992100272 
,,,,,,,,6915530710074 
,,,,,,,,6930806862103 
,,,,,,,,6935748612397 
,,,,,,,,963852741 
,,,,,,,,6943981900188 
,,,,,,,,6954327433055 
,,,,,,,,6956708000320 
,,,,,,,,6939723665217 
,,,,,,,,6954877900366 
,,,,,,,,921168509256 
,,,,,,,,690128004947 
,,,,,,,,6953684203325 
,,,,,,,,6936613213640 
,,,,,,,,907878055030 
,,,,,,,,6970373660924 
,,,,,,,,5909736169201 
,,,,,,,,6930906005554 
,,,,,,,,6970334210380 
,,,,,,,,6954459200488 
,,,,,,,,6936192940326 
,,,,,,,,6943685686975 
,,,,,,,,3165143099025 
,,,,,,,,6941769520290 
,,,,,,,,6927331050440 
,,,,,,,,6959800009048 
,,,,,,,,921294398823 
,,,,,,,,6933569402487 
,,,,,,,,6941711180213 
,,,,,,,,6970669728048 
,,,,,,,,911988018526 
,,,,,,,,6936284791577 
,,,,,,,,6947989808323 
,,,,,,,,6943685678598 
,,,,,,,,6947177310010 
,,,,,,,,6948852400392 
,,,,,,,,6954302400546 
,,,,,,,,6922898813910 
,,,,,,,,6944433155811 
,,,,,,,,6948852400286 
,,,,,,,,6970334210366 
,,,,,,,,6953088103221 
,,,,,,,,6948270730057 
,,,,,,,,6970659481748 
,,,,,,,,6953684200102 
,,,,,,,,925909987099 
,,,,,,,,6950344498268 
,,,,,,,,6930906006414 
,,,,,,,,6948483711034 
,,,,,,,,6922956300604 
,,,,,,,,6936284756873 
,,,,,,,,6954327417031 
,,,,,,,,8343776920069 
,,,,,,,,901285991219 
,,,,,,,,6943678007190 
,,,,,,,,6940830601715 
,,,,,,,,6932469913246 
,,,,,,,,6927154436247 
,,,,,,,,9555331492341 
,,,,,,,,6950344498275 
,,,,,,,,6930662098319 
,,,,,,,,4897026840071 
,,,,,,,,921168593002 
,,,,,,,,921294392685 
,,,,,,,,921098883532 
,,,,,,,,6926430100803 
,,,,,,,,6957169289019 
,,,,,,,,891028164456 
,,,,,,,,6935057301396 
,,,,,,,,6930951100969 
,,,,,,,,6948392181454 
,,,,,,,,6945312303064 
,,,,,,,,6938382228665 
,,,,,,,,6930951100662 
,,,,,,,,6942668401178 
,,,,,,,,6970669726044 
,,,,,,,,858702414951 
,,,,,,,,907878050226 
,,,,,,,,901028300056 
,,,,,,,,6928123918221 
,,,,,,,,6939723665217 
,,,,,,,,9555119808883 
,,,,,,,,921168511280 
,,,,,,,,6970453760131 
,,,,,,,,6953641688530 
,,,,,,,,6932447909056 
,,,,,,,,6958793781139 
,,,,,,,,907992100012 
,,,,,,,,921294305036 
,,,,,,,,6948832900751 
,,,,,,,,6954327430597 
,,,,,,,,6970859410159 
,,,,,,,,6938190902276 
,,,,,,,,6953684200119 
,,,,,,,,6953684200065 
,,,,,,,,6947989808262 
