store_id,name,count,,,,一千条销售 不含自编码,,
,,,,,,6923450656181 ,,891338010559 
,,,,,,6970430621660 ,,901028125314 
,,,,,,6948195801184 ,,694406960507 
,,,,,,6921812600285 ,,6924743921320 
,,,,,,6942506000051 ,,924187829428 
,,,,,,6902890230182 ,,6950023200458 
,,,,,,6902890235132 ,,6958395800269 
,,,,,,6902890235132 ,,6958395800214 
,,,,,,6902890235132 ,,6958395800221 
,,,,,,6902890235132 ,,925282363039 
,,,,,,6934622000169 ,,6932265018213 
,,,,,,6902890234166 ,,626450600925 
,,,,,,6902890234166 ,,6926450601021 
,,,,,,6902890234166 ,,6935753300210 
,,,,,,6902890234166 ,,6970678713264 
,,,,,,6939926600121 ,,1584263578661 
,,,,,,6934622000169 ,,927148300134 
,,,,,,6939926600121 ,,6943466900849 
,,,,,,6924746201313 ,,888075018609 
,,,,,,6939926600121 ,,601028201711 
,,,,,,6939926600121 ,,19266466 
,,,,,,6924746201313 ,,901294171213 
,,,,,,6924746201313 ,,6943466900665 
,,,,,,6939926600121 ,,6932265017865 
,,,,,,6902890235132 ,,924187828964 
,,,,,,6921812600285 ,,6926120806084 
,,,,,,6902890230182 ,,625526601460 
,,,,,,6902890235132 ,,6952167400343 
,,,,,,6924746201313 ,,633066000247 
,,,,,,6926896703112 ,,600463000507 
,,,,,,6939926600121 ,,901028942812 
,,,,,,4891338004527 ,,6970534810250 
,,,,,,4891338019736 ,,620446799990 
,,,,,,6902890230182 ,,6919166703189 
,,,,,,6902890233916 ,,6920616040198 
,,,,,,6902890233923 ,,6921709800330 
,,,,,,6902890235088 ,,6943466901709 
,,,,,,6902890235132 ,,6943466901730 
,,,,,,6921812600285 ,,6970678713233 
,,,,,,6924746201313 ,,6923287609398 
,,,,,,6948195801184 ,,6926634130781 
,,,,,,4891338004527 ,,6931008485534 
,,,,,,6901028005029 ,,6931008486241 
,,,,,,6901028942898 ,,6953320090678 
,,,,,,4891028705949 ,,6953320090838 
,,,,,,6901028005029 ,,6953320091309 
,,,,,,6901028005029 ,,6970430622919 
,,,,,,6922255451427 ,,938888888615 
,,,,,,6901028942898 ,,927200423016 
,,,,,,6901028942928 ,,6917109514571 
,,,,,,6909548018888 ,,6949419837125 
,,,,,,6901028942898 ,,937350205127 
,,,,,,6901028057073 ,,6956349000505 
,,,,,,6923450657638 ,,6970779560019 
,,,,,,6925303721367 ,,647563100041 
,,,,,,6901028169677 ,,602890236399 
,,,,,,6923644268688 ,,6959901100026 
,,,,,,6922858211091 ,,6920907807943 
,,,,,,4987072096901 ,,6957614187877 
,,,,,,69021343 ,,948195800460 
,,,,,,69020605 ,,971185740101 
,,,,,,69021343 ,,693306600247 
,,,,,,6922357117870 ,,601028942928 
,,,,,,6922982328030 ,,902902007122 
,,,,,,6901236341582 ,,6945387190019 
,,,,,,6922982328030 ,,6932265017483 
,,,,,,6901028942898 ,,6970428870759 
,,,,,,6901236341582 ,,6957845201113 
,,,,,,6901236341582 ,,6924409412070 
,,,,,,69021824 ,,6930824530466 
,,,,,,69023019 ,,6946378733215 
,,,,,,6922982328030 ,,6956505422509 
,,,,,,6926896703112 ,,6983168721984 
,,,,,,6921812600360 ,,6927854122853 
,,,,,,6921929400013 ,,6939348013592 
,,,,,,6922406899450 ,,638491613048 
,,,,,,6922982328030 ,,691198800682 
,,,,,,6922406898989 ,,693079501022 
,,,,,,6902890234166 ,,19248826 
,,,,,,6948195801184 ,,6935716100208 
,,,,,,69029097 ,,6943981900027 
,,,,,,6922982328030 ,,6921455423517 
,,,,,,6900068802773 ,,7922451422527 
,,,,,,69019388 ,,925303770556 
,,,,,,69019388 ,,6928546200408 
,,,,,,6922982328030 ,,920174736977 
,,,,,,6922982328030 ,,6955062805633 
,,,,,,10000008 ,,933066020054 
,,,,,,6922982328030 ,,6902312304590 
,,,,,,6935204277805 ,,611988007766 
,,,,,,6907435669090 ,,6928496461089 
,,,,,,6922982328030 ,,692273780026 
,,,,,,6935204277805 ,,6927594723877 
,,,,,,6935204277805 ,,6917109514137 
,,,,,,10000008 ,,6917109514588 
,,,,,,6935204277805 ,,6935716100192 
,,,,,,6922982328030 ,,6901028125314 
,,,,,,10000008 ,,693243020122 
,,,,,,6922982328030 ,,691028046886 
,,,,,,6935204277805 ,,623942505119 
,,,,,,6959836900104 ,,903148144541 
,,,,,,6922982328030 ,,6901028165914 
,,,,,,6935204277805 ,,6938121602640 
,,,,,,6921234567890 ,,6910772003748 
,,,,,,6939334351042 ,,6938428095947 
,,,,,,797063015682 ,,944649700065 
,,,,,,6907992103648 ,,6694661 
,,,,,,6939334351042 ,,6902472281755 
,,,,,,6939334351042 ,,6926388108876 
,,,,,,6907992103648 ,,6937221716455 
,,,,,,6922982328030 ,,6956536580018 
,,,,,,6922982328030 ,,6956536580025 
,,,,,,6909689200005 ,,6956536580032 
,,,,,,6935204277805 ,,6958395800238 
,,,,,,6939334351042 ,,6930509902090 
,,,,,,797063015682 ,,6946002501234 
,,,,,,6942032700081 ,,6943466902065 
,,,,,,10000008 ,,6938428097798 
,,,,,,10000008 ,,6956536580049 
,,,,,,10000008 ,,6901028013765 
,,,,,,10000008 ,,6932447966707 
,,,,,,10000008 ,,922731898081 
,,,,,,6902534023828 ,,6956536580063 
,,,,,,6902534238451 ,,6938634822016 
,,,,,,6917878003573 ,,6944024599314 
,,,,,,6917878037844 ,,6951169600096 
,,,,,,6920445806033 ,,6956779893302 
,,,,,,10000008 ,,637221717155 
,,,,,,6935204277805 ,,6949352228370 
,,,,,,6939334351042 ,,907992822860 
,,,,,,6902534023811 ,,4892294372057 
,,,,,,6913102111069 ,,7923644271111 
,,,,,,6922406898989 ,,6950253800237 
,,,,,,6922406899450 ,,6959582318802 
,,,,,,10000008 ,,90916359 
,,,,,,10000008 ,,6921167320616 
,,,,,,6902534023811 ,,6971190281132 
,,,,,,6913102111038 ,,6959882813755 
,,,,,,6917878003573 ,,6947215600370 
,,,,,,6917878037844 ,,6934035408002 
,,,,,,6921929400013 ,,6934035406893 
,,,,,,6938667103014 ,,6934035407180 
,,,,,,6970430621660 ,,6511438561371 
,,,,,,6901236341582 ,,6970490127126 
,,,,,,6902534023811 ,,6948442000131 
,,,,,,6922406898996 ,,6946623702096 
,,,,,,6921734976529 ,,6946995500337 
,,,,,,6923450657638 ,,6971283470009 
,,,,,,6921734976529 ,,6971283470009 
,,,,,,6970430621660 ,,6936032000005 
,,,,,,86306740000000000000 ,,6941127111184 
,,,,,,6926896703112 ,,6971256455422 
,,,,,,6948195801184 ,,6926830333108 
,,,,,,6902890235132 ,,6936684802545 
,,,,,,6926896703112 ,,4897076061167 
,,,,,,6948195800620 ,,6901028339520 
,,,,,,6902890235088 ,,6926292562061 
,,,,,,6902890235088 ,,6971213090000 
,,,,,,6902534023811 ,,6911988015723 
,,,,,,6902890235132 ,,6923072011900 
,,,,,,6957690100012 ,,6936684802521 
,,,,,,6951691122653 ,,6926144359115 
,,,,,,6921734976529 ,,6956545602312 
,,,,,,6921734976529 ,,6932265018213 
,,,,,,6923062319962 ,,4897076061181 
,,,,,,6948195801184 ,,6925956330886 
,,,,,,6921734976529 ,,6901028339520 
,,,,,,9019100000002 ,,6956545602336 
,,,,,,4000000432500 ,,6911988027214 
,,,,,,6934158318714 ,,6923644277642 
,,,,,,6952813400987 ,,6931630080732 
,,,,,,6952813400031 ,,8934680051774 
,,,,,,6901028005029 ,,6936684802552 
,,,,,,6936378300012 ,,6909493200505 
,,,,,,6920202888883 ,,6932265018213 
,,,,,,6920202888883 ,,6936684802521 
,,,,,,4891028164456 ,,6909995401745 
,,,,,,6924686501498 ,,6954495709815 
,,,,,,6923644223458 ,,6933049431754 
,,,,,,4547691689719 ,,4897058471526 
,,,,,,6923644223458 ,,6925158423263 
,,,,,,6923644242930 ,,6971050380074 
,,,,,,6923644242930 ,,6948195862192 
,,,,,,6923644223458 ,,6911988027238 
,,,,,,4891028164456 ,,6971050380029 
,,,,,,6923644223458 ,,4897049812345 
,,,,,,6901028223751 ,,4897076061167 
,,,,,,6922858211091 ,,6923287612008 
,,,,,,6922858233062 ,,6923287612015 
,,,,,,6928804010275 ,,4897055393944 
,,,,,,6901028942898 ,,6931484820973 
,,,,,,6901028075763 ,,6921204802679 
,,,,,,6901294177659 ,,6914782102088 
,,,,,,6901028118170 ,,7804657863147 
,,,,,,6901028193498 ,,6909493801016 
,,,,,,6921168558032 ,,6923072011900 
,,,,,,8801116005574 ,,6907992514475 
,,,,,,6901028001182 ,,6912003021453 
,,,,,,6923644242930 ,,8888075017152 
,,,,,,6901285991240 ,,6924168102434 
,,,,,,6928758789609 ,,4897049224421 
,,,,,,6921294396362 ,,6950546560039 
,,,,,,6924686502204 ,,4897055394040 
,,,,,,6901028001618 ,,6922797811819 
,,,,,,6921294300680 ,,6923450602638 
,,,,,,6901028317122 ,,9555622100252 
,,,,,,6911988014320 ,,6940889802378 
,,,,,,6950296500057 ,,6915961555923 
,,,,,,4891028164456 ,,6942278031499 
,,,,,,4897036691175 ,,6937247901064 
,,,,,,6923450657935 ,,4897087980044 
,,,,,,6921168532025 ,,8809424980262 
,,,,,,6920202888883 ,,6932365570536 
,,,,,,6920584471017 ,,6954921701147 
,,,,,,6901028180573 ,,6937266700853 
,,,,,,6901028169677 ,,4897051150220 
,,,,,,6937221704339 ,,4892214054605 
,,,,,,6920180218771 ,,921168593002 
,,,,,,6919838200695 ,,6949805176753 
,,,,,,6924160714567 ,,6947729700580 
,,,,,,6901028180559 ,,6970831492456 
,,,,,,6901028180559 ,,6925933801187 
,,,,,,6902022134333 ,,6950473711252 
,,,,,,4891338000932 ,,4897087980044 
,,,,,,6914782204386 ,,4897051150251 
,,,,,,6922255447833 ,,4897075980124 
,,,,,,6902988525060 ,,4897058720006 
,,,,,,6907992103211 ,,6932265016271 
,,,,,,6925303754112 ,,6970625580024 
,,,,,,6934665087653 ,,6970831492463 
,,,,,,69025143 ,,6909493801023 
,,,,,,69025143 ,,6959798809231 
,,,,,,69025143 ,,6949805192784 
,,,,,,6920180209601 ,,6923450662953 
,,,,,,4891338000918 ,,6938295600909 
,,,,,,6901028169677 ,,4897055399311 
,,,,,,6921294358674 ,,6953957902801 
,,,,,,6923644282271 ,,6970998350156 
,,,,,,6901028046886 ,,4897055399342 
,,,,,,6901028193498 ,,8000105000419 
,,,,,,6923644279059 ,,8000105000143 
,,,,,,6956416205093 ,,4897051150275 
,,,,,,6921294305104 ,,4897049812338 
,,,,,,6956416205093 ,,6970948760110 
,,,,,,6901028046886 ,,6952625802375 
,,,,,,69019388 ,,922731800817 
,,,,,,69025143 ,,901028942898 
,,,,,,6919838200695 ,,6912044001926 
,,,,,,6924160714543 ,,6935274482532 
,,,,,,69025143 ,,710199087701 
,,,,,,69025143 ,,489338008761 
,,,,,,69025143 ,,19224446 
,,,,,,6920202866737 ,,6931008486623 
,,,,,,6923450656181 ,,6924138002122 
,,,,,,6924187821644 ,,6925526603495 
,,,,,,6901028001830 ,,6951981904853 
,,,,,,6925303721398 ,,4897050172414 
,,,,,,6933125666681 ,,4897050172421 
,,,,,,6956416200067 ,,6952748717068 
,,,,,,6948960100993 ,,6944876401414 
,,,,,,6901028193498 ,,6902227011859 
,,,,,,4891028703280 ,,6923616970069 
,,,,,,4891028164456 ,,6952700000085 
,,,,,,6922858211077 ,,6951981904846 
,,,,,,6935145303034 ,,6921941800150 
,,,,,,6902312188824 ,,6970430621110 
,,,,,,6903388142000 ,,6923616905153 
,,,,,,6901028193498 ,,6936152002385 
,,,,,,6901028000826 ,,6952748717563 
,,,,,,6901028185905 ,,6923616905160 
,,,,,,6901285991271 ,,6970833650021 
,,,,,,6934502300709 ,,6950041400113 
,,,,,,6928804010381 ,,6933099300130 
,,,,,,6948960100108 ,,6937882748062 
,,,,,,6949352201144 ,,6943215326289 
,,,,,,6921294393798 ,,6921941800150 
,,,,,,6924743919259 ,,6951981904846 
,,,,,,6935284412918 ,,4897050172421 
,,,,,,6951592317011 ,,6923616970069 
,,,,,,6901028111263 ,,6921836387551 
,,,,,,6901028185905 ,,6951981904853 
,,,,,,6901028071765 ,,6943732900528 
,,,,,,6924686502792 ,,6936643900046 
,,,,,,6901028942898 ,,6936643900053 
,,,,,,6922858211091 ,,6928417204856 
,,,,,,6901285991219 ,,6970006820046 
,,,,,,6921294305166 ,,6931008491597 
,,,,,,6901028001618 ,,6955141200069 
,,,,,,6901028024969 ,,6934986701931 
,,,,,,6901028046886 ,,6936684800145 
,,,,,,6948960100078 ,,6921814704844 
,,,,,,6952813400031 ,,6934986701948 
,,,,,,6921294355383 ,,6943466901877 
,,,,,,6925347810041 ,,6970088310077 
,,,,,,6958682700647 ,,6950023200007 
,,,,,,6901028180573 ,,4897050172414 
,,,,,,6901028942898 ,,6970441530036 
,,,,,,6902312188817 ,,6936684801586 
,,,,,,6902312188817 ,,6931937501268 
,,,,,,6911988018526 ,,6924226352115 
,,,,,,6909548018888 ,,6902312303586 
,,,,,,6909548048885 ,,6958447401901 
,,,,,,6933290320029 ,,6943466902294 
,,,,,,6923830301892 ,,6931008495748 
,,,,,,4891028164456 ,,9347355002084 
,,,,,,6902083886455 ,,6937364282732 
,,,,,,6921482336088 ,,6901028155571 
,,,,,,6933368300335 ,,6923490620401 
,,,,,,6923644223458 ,,6922498668750 
,,,,,,6922858233109 ,,6923287612503 
,,,,,,6901028207843 ,,6931008495687 
,,,,,,6901028075862 ,,6933432680363 
,,,,,,6921294305166 ,,6931008491610 
,,,,,,6921168500956 ,,6943466901051 
,,,,,,6928804014709 ,,6940948600013 
,,,,,,6911988014320 ,,6931008491016 
,,,,,,6934502300709 ,,6926634131733 
,,,,,,6901285991271 ,,6936684802781 
,,,,,,6902083886455 ,,6922444778434 
,,,,,,6902538004045 ,,6943466900382 
,,,,,,6936003512414 ,,19224446 
,,,,,,6901028191043 ,,6950023200885 
,,,,,,6907992511139 ,,6928905300305 
,,,,,,4891338000932 ,,6947185752222 
,,,,,,6901028075015 ,,6928079810631 
,,,,,,6901028942898 ,,6925900423138 
,,,,,,6956416200395 ,,6926641100210 
,,,,,,6911988007810 ,,6936684802620 
,,,,,,6925303755461 ,,6938794981035 
,,,,,,6917878030623 ,,6959241700917 
,,,,,,6921168509256 ,,6900916200270 
,,,,,,6922255447833 ,,6928521662986 
,,,,,,6924686500026 ,,6928521662986 
,,,,,,6901028180801 ,,33334444 
,,,,,,6948960100078 ,,565562562 
,,,,,,6925303730574 ,,6971009030029 
,,,,,,69025143 ,,6925696400771 
,,,,,,6928758789609 ,,6933099300161 
,,,,,,6949302586055 ,,6926634130750 
,,,,,,6902538004045 ,,6934379239997 
,,,,,,6902022134333 ,,6951981909926 
,,,,,,6901028182652 ,,6939319707864 
,,,,,,6925284416917 ,,6922734223293 
,,,,,,69025143 ,,6934379239997 
,,,,,,69025143 ,,6937136978818 
,,,,,,6901028193498 ,,6922507822678 
,,,,,,4895058314508 ,,6943466901952 
,,,,,,6902227018476 ,,6921757581533 
,,,,,,6902934987171 ,,6951981905195 
,,,,,,6924743915848 ,,6901028165914 
,,,,,,6900873060061 ,,6930069606049 
,,,,,,6920766211110 ,,6902226688458 
,,,,,,6922858211077 ,,6939319707864 
,,,,,,6931008484285 ,,19515926 
,,,,,,6933125666681 ,,6912567128070 
,,,,,,6937221703387 ,,6926190800043 
,,,,,,6901285991219 ,,6970412130593 
,,,,,,6923644266066 ,,6951981909926 
,,,,,,6928804010275 ,,6959771001331 
,,,,,,6902312188817 ,,6903244372510 
,,,,,,6947506585867 ,,6921757582639 
,,,,,,6943052100110 ,,6948797203898 
,,,,,,6907992511139 ,,6936882700018 
,,,,,,6921294396362 ,,6970890090037 
,,,,,,6923644283575 ,,6948480254220 
,,,,,,6926892568081 ,,6956524800289 
,,,,,,6927439651167 ,,970308420029 
,,,,,,6920560420268 ,,6956524800241 
,,,,,,6931008491658 ,,937221717506 
,,,,,,6921168532001 ,,601028000826 
,,,,,,6927573123513 ,,6911316720039 
,,,,,,6937221704339 ,,6921757583773 
,,,,,,6956367338666 ,,6925955811591 
,,,,,,6921168558018 ,,6936768011306 
,,,,,,6924686500118 ,,6970813650010 
,,,,,,6903244370974 ,,6943827613883 
,,,,,,6901028118170 ,,6924762312888 
