barcode,price,count
6907878900033 ,"[4.00, 4, 3.50]","[51, 6, 3]"
6901028193856 ,"[35.00, 36.00, 34.00]","[71, 4, 4]"
6906151625816 ,"[45.00, 48.00, 35.00]","[1, 1, 1]"
6907878900132 ,"[4.00, 4, 3.50]","[16, 1, 1]"
6925526601460 ,"[12.00, 11.00, 12]","[45, 28, 3]"
6901028188227 ,"[26.00, 25.00, 24.00]","[30, 28, 12]"
6901028013789 ,"[14.00, 13.00, 15.00]","[36, 14, 1]"
6901028120692 ,"[36.00, 35.00, 38.00]","[19, 10, 3]"
6921294354157 ,"[3.00, 3, 3.50]","[19, 1, 1]"
6921294398342 ,"[3.00, 3, 4.00]","[51, 2, 1]"
6927157682207 ,"[4.50, 5.00, 4.00]","[32, 26, 9]"
6953684203325 ,[4.00],[1]
6944649700126 ,"[3.00, 3.50, 4.00]","[75, 6, 4]"
6921294305012 ,"[3.00, 3.50, 4.00]","[88, 6, 3]"
6921294392401 ,"[3.00, 3.50, 4.00]","[46, 3, 1]"
6909548500130 ,"[2.50, 3.00, 2.00]","[7, 2, 1]"
6915530823224 ,"[1.00, 1, 1.50]","[47, 2, 1]"
6921294358698 ,"[4.00, 4.50, 3.50]","[53, 2, 1]"
6923567880103 ,[0.50],[55]
6901028062008 ,"[22.00, 21.00, 20.00]","[65, 7, 5]"
6920548862011 ,"[1.00, 1.20, 15.00]","[37, 1, 1]"
6928083900007 ,"[18.00, 18, 14.00]","[8, 4, 3]"
6901668200013 ,"[4.00, 3.50, 4.50]","[23, 10, 6]"
6948601300225 ,"[6.50, 7.00, 6.00]","[10, 6, 3]"
6911988018526 ,"[5.00, 4.50, 4.00]","[20, 13, 7]"
6901028191296 ,"[40.00, 35.00, 38.00]","[19, 12, 6]"
6916549001856 ,"[10.00, 8.50, 9.00]","[12, 11, 8]"
6901028010108 ,"[10.00, 11.00, 10]","[28, 19, 2]"
6901028015417 ,"[6.00, 5.50, 6]","[47, 30, 3]"
6970373660924 ,"[6.00, 7.00, 5.00]","[1, 1, 1]"
6900873711598 ,"[2.50, 3.00, 2.30]","[37, 21, 1]"
6902538004045 ,"[4.00, 4.50, 4]","[86, 10, 3]"
6911316540309 ,"[0.50, 1.00, 0.5]","[43, 7, 1]"
6920458834351 ,"[4.00, 4, 5.00]","[35, 3, 1]"
6936378300128 ,"[10.00, 10, 15.00]","[58, 3, 2]"
6927723190709 ,"[25.00, 28.00]","[9, 2]"
6906151625779 ,"[98.00, 90.00]","[2, 1]"
6921294396362 ,"[4.00, 4.50, 4]","[72, 19, 4]"
6901028165242 ,"[155.00, 160.00, 150.00]","[7, 2, 2]"
6901584000438 ,"[88.00, 68.00, 90.00]","[4, 3, 2]"
6926475203125 ,"[3.50, 4.00, 3.5]","[22, 6, 1]"
6926475203132 ,"[3.50, 3.00, 4.00]","[22, 4, 2]"
4891338006972 ,"[6.50, 5.00, 4.00]","[3, 3, 3]"
6920174723649 ,"[6.50, 6.00, 5.50]","[14, 12, 5]"
6907878500455 ,"[4.50, 4.00]","[4, 3]"
6914782121188 ,[0.50],[5]
6920174736977 ,"[5.00, 6.00, 7.00]","[40, 9, 5]"
6921168593736 ,"[5.00, 5.50, 5]","[18, 3, 2]"
6927902033032 ,"[10.00, 7.00, 7.50]","[4, 4, 2]"
6920354811036 ,"[6.00, 5.00, 7.5]","[6, 3, 2]"
6941738932253 ,"[1.00, 2.00]","[4, 2]"
6970334210380 ,"[15.00, 16.00]","[2, 1]"
6938805600887 ,"[6.00, 5.00]","[1, 1]"
6954459200488 ,"[8.00, 12.00, 7.00]","[6, 2, 1]"
6936192940326 ,[3.00],[1]
6948300969167 ,"[10.00, 8.50]","[3, 3]"
6907878905007 ,"[3.00, 3.50]","[14, 2]"
6921168504015 ,"[4.00, 4.50, 4]","[66, 13, 5]"
6923853500586 ,"[2.50, 6.00, 5.00]","[2, 1, 1]"
6907992512570 ,"[6.00, 5.50, 5.00]","[47, 31, 11]"
6933311066189 ,"[3.50, 3.00, 4.00]","[20, 16, 2]"
6924743915060 ,"[4.00, 3.00, 3.50]","[17, 12, 8]"
6924743915091 ,"[3.50, 3.00, 4.00]","[9, 7, 5]"
6943685686975 ,"[15.00, 12.00]","[2, 1]"
6914597101429 ,"[3.00, 3.50, 3.5]","[46, 6, 3]"
6901285991271 ,"[3.00, 3.50, 3]","[77, 19, 7]"
3165143099025 ,[6.00],[1]
6941769520290 ,"[8.00, 7.00]","[10, 1]"
6901028179874 ,"[22.00, 21.00, 20.00]","[35, 7, 5]"
6901028015639 ,"[155.00, 150.00, 156.00]","[7, 2, 1]"
6959800009048 ,"[1.50, 3.00, 2.00]","[5, 1, 1]"
6920584471017 ,"[5.00, 4.50, 5]","[85, 5, 3]"
6922956300895 ,"[3.00, 3.50, 3.5]","[10, 7, 3]"
6956416200067 ,"[3.50, 3.00, 4.00]","[74, 10, 9]"
6921294305166 ,"[3.00, 3.50, 4.00]","[87, 7, 3]"
6956416204584 ,"[4.00, 5.00, 4.5]","[13, 1, 1]"
6944509746523 ,"[2.50, 3.00]","[3, 1]"
6944582900430 ,"[4.00, 3.50, 2.40]","[3, 2, 1]"
6936378300142 ,"[15.00, 15]","[45, 1]"
6907878500233 ,"[3.50, 3.00, 3]","[13, 5, 2]"
6958174000224 ,"[5.00, 2.00]","[1, 1]"
4891338007184 ,"[5.50, 4.50, 6.50]","[3, 3, 3]"
6902613100020 ,"[5.00, 4.50, 4.65]","[46, 31, 3]"
6921168550098 ,"[5.00, 4.00, 4.50]","[19, 7, 5]"
6933569402487 ,"[3.00, 4.50, 5.00]","[9, 2, 2]"
6921383790606 ,"[32.00, 22.00]","[1, 1]"
6941711180213 ,[25.00],[1]
6926646702051 ,"[3.00, 2.00, 3.50]","[5, 2, 1]"
6911988006448 ,"[4.00, 3.50, 5.00]","[27, 13, 3]"
6920174735697 ,"[12.00, 11.00, 13.00]","[16, 9, 7]"
6921168593583 ,"[5.00, 5.50, 6.00]","[53, 5, 2]"
6909131210446 ,"[17.00, 18.00, 15.00]","[10, 8, 5]"
6927902033025 ,"[7.00, 15.00, 4.50]","[5, 3, 3]"
6931462300152 ,"[12.50, 9.50, 10.50]","[3, 2, 1]"
6901028015622 ,"[16.00, 15.00, 16]","[58, 3, 3]"
6914782121201 ,"[0.50, 5.00]","[3, 1]"
6957735788861 ,"[4.50, 4.00, 5.00]","[43, 20, 17]"
6923450657829 ,"[10.00, 11.00, 12.00]","[27, 9, 5]"
6930954217305 ,"[4.00, 5.00, 3.50]","[6, 2, 1]"
6933641102113 ,"[5.00, 12.00]","[2, 1]"
6933311066318 ,"[2.50, 3.00, 2.00]","[16, 11, 3]"
6970669728048 ,"[13.00, 9.00, 12.00]","[2, 1, 1]"
6936284791577 ,"[36.00, 25, 22]","[1, 1, 1]"
6943685678598 ,"[10.00, 12.00, 14.00]","[3, 2, 1]"
6947177310010 ,"[5.00, 9.00, 7.00]","[1, 1, 1]"
6926892509039 ,[4.00],[10]
6938562999996 ,"[12.00, 15.00]","[3, 1]"
6901035607216 ,"[5.00, 5, 6.00]","[72, 4, 3]"
6922956300529 ,"[3.00, 2.50, 3.50]","[20, 3, 2]"
6933066001367 ,"[10.00, 11.00, 12.00]","[16, 15, 7]"
6954302400546 ,"[30.00, 25.00]","[1, 1]"
6901028075015 ,"[420.00, 450.00, 430.00]","[8, 6, 6]"
6956367338680 ,"[3.50, 4.00, 3.00]","[74, 18, 3]"
6924743915084 ,"[3.00, 3.50, 4.50]","[10, 6, 4]"
6903148225813 ,"[10.00, 9.90, 11.00]","[13, 4, 3]"
6930951100839 ,"[6.80, 8.00, 1.00]","[2, 1, 1]"
6944433155811 ,[4.00],[1]
6948270750031 ,"[3.50, 5.00]","[2, 1]"
6948852400286 ,[7.00],[2]
6970334210366 ,"[13.00, 14.00]","[2, 1]"
6937671630141 ,"[3.00, 2.00, 0.00]","[1, 1, 1]"
6920302800020 ,"[7.00, 12.00]","[1, 1]"
6941861707070 ,"[30.00, 12.00, 10.00]","[3, 2, 1]"
6953684200102 ,"[8.00, 6.50, 7.00]","[2, 2, 1]"
6952755203615 ,[5.00],[2]
6911988006455 ,"[4.00, 3.50, 4.50]","[26, 12, 7]"
6948270770015 ,"[7.00, 6.00]","[4, 1]"
6901584000254 ,"[168.00, 120.00, 135.00]","[4, 2, 2]"
6925526600265 ,"[68.00, 65.00, 70.00]","[14, 12, 6]"
6921168500956 ,"[5.00, 4.50, 5]","[39, 9, 3]"
6920180239196 ,"[2.50, 3.00, 2.5]","[52, 5, 3]"
6953610700188 ,"[8.00, 13.00]","[3, 2]"
6902538005141 ,"[4.00, 4.50, 5.00]","[67, 9, 2]"
6920999705042 ,"[10.00, 9.50, 12.00]","[16, 13, 5]"
6921168558032 ,"[4.00, 4.50, 5.00]","[20, 7, 7]"
6901028311151 ,"[11.00, 10.00, 10.50]","[34, 19, 3]"
6948483711034 ,"[5.00, 2.50]","[2, 1]"
6900873000975 ,"[4.50, 4.00, 5.00]","[32, 24, 9]"
6911988006547 ,"[4.00, 3.50, 4.50]","[24, 7, 4]"
6922956300604 ,"[4.00, 3.50, 5.00]","[3, 3, 1]"
6924743915077 ,"[4.50, 3.00, 4.00]","[8, 7, 6]"
6936284756873 ,[42.00],[1]
6954327417031 ,"[6.50, 5.00]","[2, 1]"
8343776920069 ,"[13.90, 20.00]","[2, 1]"
901285991219 ,[2.00],[2]
6943678007190 ,"[16.00, 10.00]","[1, 1]"
6940830601715 ,"[6.50, 4.50]","[1, 1]"
6932469913246 ,[3.50],[1]
6927797319181 ,"[5.00, 7.00, 6.00]","[1, 1, 1]"
6927154436247 ,"[16.00, 18.00]","[3, 1]"
6933066001312 ,"[6.00, 5.50, 6.50]","[25, 5, 5]"
6907878200027 ,"[7.00, 6.50, 6.00]","[33, 20, 5]"
6907878200034 ,"[6.50, 7.00, 6.5]","[9, 7, 3]"
6926892524063 ,"[4.00, 4.50, 4]","[74, 3, 1]"
6921383700025 ,"[8.00, 7.5, 5.00]","[1, 1, 1]"
6928628430020 ,[15.00],[1]
4893421000751 ,"[2.00, 1.00, 1.50]","[6, 3, 1]"
6921168593545 ,"[10.00, 9.50, 9.00]","[30, 8, 4]"
9555331492341 ,[20.00],[1]
6901028079952 ,"[40.00, 38.00, 45.00]","[37, 10, 9]"
6901028169639 ,"[11.00, 10.00, 10.50]","[28, 4, 2]"
6901028180580 ,"[175.00, 180.00, 178.00]","[5, 4, 4]"
6903148078907 ,"[12.00, 13.00, 12.50]","[11, 10, 4]"
6920180219334 ,"[3.00, 3.50, 4.00]","[38, 17, 2]"
6950344498275 ,[15.00],[1]
6930662098319 ,[4.00],[1]
6956416200425 ,"[4.00, 3.50, 4]","[23, 20, 1]"
6900873710799 ,"[2.50, 3.00, 3.50]","[16, 13, 1]"
6933066021143 ,"[1.50, 2.00, 1.5]","[8, 6, 1]"
6923450656150 ,"[10.00, 11.00, 12.00]","[46, 16, 8]"
4897026840071 ,"[189.00, 168.00]","[2, 1]"
6921014085156 ,"[5.00, 6.00, 4.50]","[26, 4, 1]"
6926892527088 ,"[3.50, 4.00, 4.50]","[27, 17, 2]"
6921168593552 ,"[5.00, 5.50, 5]","[44, 4, 1]"
6925526600197 ,"[75.00, 78.00, 70.00]","[14, 14, 8]"
6907992512761 ,"[58.00, 65.00, 55.00]","[12, 9, 6]"
921168593002 ,"[4.00, 3.50]","[1, 1]"
921294392685 ,[3.50],[1]
6947882213842 ,"[28.00, 30.00, 32.00]","[16, 11, 6]"
6903148047804 ,"[13.00, 14.50, 15.00]","[8, 6, 4]"
6911316570306 ,"[0.50, 1.00, 28.00]","[22, 4, 1]"
921098883532 ,[5.00],[1]
6926430100803 ,"[1.50, 3.50]","[2, 1]"
6933311066998 ,"[4.00, 3.50, 5.00]","[28, 18, 3]"
6903148141236 ,"[39.00, 55.00, 49.00]","[4, 2, 2]"
6921168558018 ,"[4.00, 5.00, 4.50]","[16, 9, 6]"
6901028194600 ,"[470.00, 420.00, 460.00]","[3, 2, 1]"
6902890234166 ,"[1.50, 1.00, 2.00]","[42, 14, 2]"
6921294355383 ,"[4.00, 4.50, 4.5]","[24, 18, 2]"
6921294398434 ,"[3.00, 3, 3.50]","[57, 3, 3]"
6924751787888 ,"[3.00, 5.00]","[7, 2]"
6957169289019 ,[58.00],[1]
6943375320011 ,[15.00],[1]
6922956302073 ,"[3.50, 3.00, 2.50]","[5, 5, 3]"
891028164456 ,[3.00],[2]
6901028001687 ,"[68.00, 65.00, 70.00]","[11, 9, 5]"
6901035605830 ,"[7.00, 7.50, 8.00]","[7, 6, 1]"
6935057301396 ,[1.00],[4]
6903148078938 ,"[5.00, 5.50, 6.00]","[29, 4, 4]"
6930951100969 ,"[7.00, 8.00, 9.00]","[3, 1, 1]"
6950383300010 ,[2.00],[1]
6901028045902 ,"[23.00, 22.00, 23]","[45, 6, 3]"
6948392181454 ,"[14.00, 10.00]","[1, 1]"
6923174615020 ,[6.00],[2]
6940978320585 ,[2.50],[1]
6902312188817 ,"[4.00, 4.50, 5.00]","[25, 6, 3]"
6945312303064 ,[19.00],[1]
4897036691175 ,"[6.00, 7.00, 5.50]","[20, 2, 1]"
6938382228665 ,[2.50],[1]
6930951100662 ,"[6.00, 4.00, 5.00]","[3, 1, 1]"
6942668401178 ,[39.00],[1]
6903148144541 ,"[5.00, 5.50, 6.00]","[36, 10, 8]"
6937148468109 ,[32.00],[1]
6956416203426 ,"[4.00, 4.50, 5.00]","[40, 13, 2]"
6947844200255 ,"[5.00, 4.00]","[1, 1]"
6920458814353 ,"[4.00, 4.50, 5.00]","[51, 4, 2]"
6970669726044 ,"[12.00, 8.00, 0.00]","[1, 1, 1]"
6914068002583 ,"[2.50, 2.00, 21.50]","[12, 3, 1]"
858702414951 ,[2.00],[1]
6901180581683 ,"[4.50, 6.50, 5.00]","[8, 7, 5]"
6944582908016 ,"[4.00, 3.50, 2.50]","[6, 4, 1]"
6920180239202 ,"[25.00, 2.50, 37.00]","[1, 1, 1]"
907878050226 ,[3.00],[1]
6925771300026 ,"[3.50, 3.00, 4.00]","[16, 4, 3]"
6933660700703 ,[5.00],[2]
6903148078945 ,"[12.00, 10.00, 11.00]","[14, 6, 5]"
6927930200697 ,[6.50],[1]
901028300056 ,[12.00],[1]
6957751520209 ,[30.00],[1]
6928123918221 ,[22.00],[1]
6939723665217 ,[20.00],[1]
6914597101405 ,"[3.00, 3.50, 3.5]","[46, 10, 4]"
9555119808883 ,"[10.00, 7.00, 5]","[2, 1, 1]"
921168511280 ,[1.50],[1]
6948960100108 ,"[5.00, 5.50, 6.00]","[72, 12, 9]"
6937148468260 ,[32.00],[1]
6970453760131 ,"[10.00, 7.00]","[1, 1]"
6923388284104 ,"[3.00, 4.00, 3.50]","[33, 10, 7]"
6907992502199 ,"[45.00, 40.00, 38.00]","[11, 10, 4]"
6921294398847 ,"[7.00, 8.00, 7.50]","[12, 9, 8]"
6921294389371 ,"[4.00, 4.50, 4.5]","[40, 31, 6]"
6953641688530 ,[15.00],[1]
6923567880288 ,"[4.00, 3.50, 3.5]","[5, 3, 2]"
6927930200680 ,[6.00],[1]
6944509746417 ,"[2.50, 5.50]","[3, 1]"
6921383790309 ,[30.00],[1]
6935107200135 ,"[12.00, 10.00]","[1, 1]"
6920701611746 ,"[13.00, 14.50, 12.50]","[8, 5, 3]"
6933066000216 ,"[4.50, 5.00, 4.00]","[27, 16, 7]"
6900068902060 ,"[20.00, 26.00, 8.00]","[5, 1, 1]"
6950514200097 ,"[5.00, 6.00, 8.00]","[7, 5, 5]"
6920138800294 ,"[3.00, 2.50]","[1, 1]"
6932447909056 ,[4.00],[1]
6945161515526 ,"[12.00, 10.00]","[1, 1]"
6958793781139 ,[5.00],[1]
6930206320098 ,[48.00],[1]
907992100012 ,[2.00],[3]
921294305036 ,[1.50],[1]
6926292553632 ,[4.00],[1]
6948832900751 ,"[7.00, 4.00]","[1, 1]"
6928628430013 ,[16.00],[1]
6954327430597 ,[9.00],[1]
6901028000659 ,"[120.00, 110.00, 115.00]","[12, 8, 8]"
6970859410159 ,[16.00],[1]
6901028069755 ,"[32.00, 30.00, 35.00]","[24, 4, 1]"
6943813058209 ,"[6.50, 5.00]","[1, 1]"
6938190902276 ,"[4.00, 2.50]","[1, 1]"
6946038302027 ,"[5.00, 3.50]","[1, 1]"
6923567880271 ,"[4.00, 3.50, 3.5]","[7, 4, 2]"
6953684200119 ,[6.50],[1]
6953684200065 ,"[6.50, 7.00, 6.00]","[2, 1, 1]"
6903148044971 ,"[28.00, 25.00, 23.00]","[14, 5, 5]"
6921014012688 ,"[5.00, 4.50, 4.00]","[19, 4, 3]"
6920907808070 ,"[4.50, 5.00, 5.50]","[21, 14, 3]"
6902312167881 ,"[3.50, 3.00, 4.00]","[39, 24, 10]"
6903148048955 ,"[28.00, 33.90, 30.00]","[5, 4, 3]"
6902890229995 ,"[6.50, 7.00, 6.00]","[16, 16, 13]"
6901586103199 ,"[30.00, 29.80, 28.50]","[5, 4, 2]"
6921294392685 ,"[3.00, 3.50, 3.5]","[48, 21, 8]"
6947989808262 ,"[9.00, 6.00]","[1, 1]"
6904525487541 ,[10.00],[1]
6901028080347 ,"[73.00, 70.00, 75.00]","[7, 3, 3]"
6933066001411 ,"[8.00, 8.50, 7.50]","[13, 7, 5]"
6940584300025 ,"[2.00, 3.00, 3]","[2, 1, 1]"
6901285991233 ,"[29.00, 48.00, 36.00]","[4, 3, 2]"
6954327450090 ,"[6.00, 7.00, 8.00]","[2, 1, 1]"
6946733990017 ,"[8.00, 6.00, 7.00]","[2, 2, 1]"
6902265190196 ,"[15.00, 12.50]","[6, 2]"
6902890235118 ,"[7.00, 6.50, 8.00]","[17, 13, 11]"
6920907808018 ,"[4.50, 5.00, 6.50]","[18, 7, 2]"
6901028162869 ,"[10.00, 10, 11.00]","[59, 5, 4]"
6948270709145 ,"[23.00, 14.00]","[1, 1]"
6901028100274 ,"[140.00, 148.00, 135]","[3, 1, 1]"
6920180209229 ,"[3.50, 4.00, 3.00]","[34, 4, 2]"
6900068000025 ,"[7.50, 8.00, 10.00]","[12, 9, 6]"
6946077935781 ,"[20.00, 25.00]","[2, 1]"
945790400392 ,[38.00],[1]
6952870410509 ,[28.00],[1]
6959384513894 ,[9.00],[1]
6903148117835 ,"[18.00, 20.00, 28.00]","[2, 2, 1]"
6901715291223 ,"[2.00, 1.50, 2.50]","[11, 9, 2]"
6924187821989 ,"[10.00, 9.50, 9.00]","[16, 13, 12]"
922898813859 ,[13.00],[1]
6900873060269 ,"[2.50, 3.00, 3.50]","[32, 22, 1]"
6922898813859 ,"[13.00, 8.00]","[1, 1]"
6932463200304 ,[4.00],[2]
6931256302751 ,"[3.00, 3.50, 5.00]","[8, 2, 1]"
6939776203503 ,"[25.00, 40.00]","[2, 1]"
6932430202225 ,"[6.00, 5.50, 7.00]","[8, 8, 7]"
6901028000833 ,"[95.00, 100.00, 98.00]","[12, 7, 4]"
6943978100812 ,[4.00],[1]
6902890231745 ,"[2.50, 3.00, 2.5]","[29, 6, 1]"
6901028075053 ,"[135.00, 100.00, 220.00]","[4, 3, 2]"
6928123912922 ,"[20.00, 18.50, 18.00]","[2, 2, 1]"
6940191903961 ,[3.50],[1]
6907992819150 ,"[3.00, 3.50, 4.00]","[32, 10, 10]"
6946077925386 ,[45.00],[1]
6901028003469 ,"[155.00, 145.00, 150]","[3, 1, 1]"
6923450605332 ,"[9.00, 10.00, 9.5]","[20, 17, 1]"
6927342937327 ,[4.50],[1]
6948270770022 ,"[7.00, 5.00, 4.50]","[2, 2, 1]"
6959384519681 ,"[5.00, 9.00]","[2, 1]"
6901097720106 ,"[4.00, 3.50, 5.00]","[5, 4, 3]"
6901180337884 ,"[5.00, 4.50, 4.00]","[7, 7, 5]"
6920284421480 ,"[12.00, 16.00, 15.00]","[6, 4, 4]"
6930239925000 ,[3.00],[1]
6943375320028 ,[10.00],[1]
4891338000925 ,"[15.00, 13.00, 12.50]","[7, 4, 3]"
6954877900649 ,"[1.50, 2.50]","[2, 1]"
6922956300789 ,"[3.00, 3.50, 3.5]","[8, 6, 2]"
6937221708801 ,"[3.00, 3.50, 4.00]","[14, 9, 4]"
6901028085892 ,"[139.00, 130.00, 132.00]","[2, 2, 1]"
6921098885925 ,[5.00],[1]
8888075019101 ,"[175.00, 178.00, 190.00]","[4, 2, 1]"
6901028314442 ,"[42.00, 40.00, 42]","[28, 6, 1]"
6901236376980 ,"[23.00, 19.00, 21.00]","[4, 3, 2]"
6923830302806 ,"[5.00, 5.50, 6.00]","[8, 7, 1]"
6928312929663 ,[7.00],[4]
6941051311919 ,[7.00],[1]
6907878050110 ,"[3.00, 3, 2.60]","[74, 5, 1]"
6923228405089 ,"[8.00, 7.50, 7]","[8, 4, 1]"
6938606082332 ,"[3.50, 5.00, 4.00]","[2, 1, 1]"
6920580733140 ,"[4.80, 7]","[4, 1]"
6970043110308 ,"[5.00, 3.5]","[3, 1]"
6908946284451 ,"[7.00, 6.50, 7.50]","[23, 13, 2]"
6911316375161 ,[1.00],[21]
6902890234302 ,"[2.50, 2.00, 0.00]","[14, 2, 1]"
6902890234326 ,"[2.50, 2.00, 2.5]","[20, 2, 1]"
6923228400824 ,"[7.50, 8.50, 8.00]","[5, 3, 3]"
6922266447907 ,"[15.00, 18.00, 16.00]","[4, 4, 2]"
6914973602908 ,"[3.50, 4.00, 3.5]","[14, 5, 1]"
6918551810648 ,"[6.00, 7.00, 5.00]","[11, 9, 1]"
4902210254708 ,"[17.00, 16.00, 15.00]","[6, 6, 3]"
6936669900709 ,"[48.00, 55.00, 49.90]","[5, 2, 1]"
6903388242007 ,"[12.50, 12.00, 13.00]","[3, 2, 2]"
6923142620315 ,"[6.50, 7.50, 5.50]","[4, 2, 1]"
6923228400183 ,"[7.50, 8.00, 8.50]","[6, 3, 1]"
6920818366300 ,"[5.50, 5.00, 6.00]","[5, 4, 4]"
6940188804479 ,"[4.00, 4.50, 5.00]","[2, 2, 1]"
4892214052816 ,"[6.00, 5.00, 5.50]","[4, 3, 1]"
6902902008747 ,"[7.50, 6.50, 7.00]","[5, 4, 3]"
6922286888544 ,"[6.50, 4.00, 8.50]","[4, 2, 1]"
6901028163613 ,"[14.00, 15.00, 13.00]","[91, 6, 4]"
6906816620057 ,"[9.50, 8.50]","[5, 1]"
6902890230014 ,"[1.50, 1.00, 2.50]","[34, 9, 4]"
6923450670804 ,"[9.00, 10.00, 9.50]","[11, 4, 2]"
6925303755461 ,"[5.00, 6.00, 5]","[55, 5, 2]"
6928804011128 ,"[2.00, 2.50]","[19, 4]"
6902534023811 ,"[12.00, 13.00, 12.50]","[26, 17, 10]"
6903148031988 ,"[9.00, 8.00, 9.50]","[13, 7, 5]"
6925526601460 ,"[12.00, 11.00, 12]","[45, 28, 3]"
4891028167747 ,[3.00],[28]
6901028150361 ,"[19.00, 18.00, 20.00]","[33, 4, 3]"
6932759725320 ,"[9.00, 7.50, 10]","[2, 2, 1]"
6900873000630 ,"[12.50, 14.50, 12.00]","[15, 5, 4]"
6901028004046 ,"[15.00, 16.00, 15]","[53, 9, 2]"
6900873022953 ,"[4.50, 4.00, 5.00]","[19, 11, 5]"
6900873024285 ,"[5.00, 5.50, 5]","[14, 12, 6]"
6900873024582 ,"[5.50, 5.00, 6.00]","[12, 12, 8]"
4899888155010 ,"[11.00, 13.00, 10.00]","[5, 3, 3]"
6901073803748 ,"[13.00, 12.00, 12.50]","[2, 1, 1]"
6928015480119 ,"[7.50, 7.00, 8.00]","[23, 9, 4]"
6928312939938 ,[8.00],[2]
6932850200023 ,"[10.00, 8.00, 9.50]","[9, 3, 3]"
6901028000826 ,"[10.00, 10, 11.00]","[100, 8, 7]"
6901028223751 ,"[14.00, 15.00, 14]","[64, 12, 2]"
6928758789609 ,"[11.00, 12.00, 10.00]","[29, 14, 4]"
6900873714070 ,"[4.50, 4.00, 5.00]","[30, 27, 13]"
6925303773908 ,"[12.50, 12.00, 13.00]","[17, 10, 3]"
6936749501123 ,[12.00],[1]
6922507800614 ,"[8.50, 10.00, 12.00]","[4, 3, 3]"
6922507800621 ,"[11.00, 12.00, 9.50]","[7, 5, 4]"
6944399235497 ,"[8.00, 8.50, 7.00]","[2, 2, 1]"
6931958014426 ,"[38.00, 40.00]","[1, 1]"
8888075011099 ,"[18.00, 16.00, 20.00]","[9, 2, 1]"
6917790976894 ,"[1.00, 1.50, 2.00]","[7, 5, 2]"
6922507809402 ,"[10.00, 9.50]","[2, 1]"
6932759721384 ,[28.00],[2]
6901826120757 ,"[5.00, 6.00, 5]","[11, 2, 1]"
6900873002177 ,"[4.50, 4.00, 5.00]","[24, 12, 5]"
6901028092944 ,"[13.00, 14.00, 14]","[25, 21, 3]"
6907992512174 ,"[4.00, 3.50, 4.50]","[17, 5, 1]"
6927871456382 ,"[3.00, 2.50, 3]","[2, 2, 1]"
6927871456702 ,"[3.00, 2.50, 2.00]","[6, 3, 1]"
6902902007702 ,"[4.00, 4.50, 3.50]","[4, 3, 3]"
6900873193974 ,"[5.50, 4.00, 5]","[3, 1, 1]"
6901070600111 ,"[20.00, 22.00, 18.50]","[11, 10, 5]"
6901821688894 ,"[3.50, 4.00, 3.00]","[11, 9, 2]"
6907992504650 ,"[53.00, 52.00, 51.00]","[8, 6, 3]"
6921294393798 ,"[3.00, 3, 3.50]","[90, 2, 2]"
6902088605495 ,"[7.00, 7.50]","[3, 1]"
6944399235480 ,"[9.00, 7.50, 7.00]","[2, 2, 1]"
6938902618082 ,"[15.00, 14.00, 12.80]","[9, 4, 2]"
6901236376768 ,"[31.00, 25.00]","[2, 1]"
6922507800812 ,"[11.00, 9.00, 10.00]","[4, 2, 2]"
6933311067131 ,"[2.50, 3.00, 2.00]","[16, 9, 2]"
6934660555119 ,"[12.00, 11.00, 10.50]","[9, 9, 4]"
6900873000371 ,"[5.00, 5.50, 6.00]","[21, 13, 7]"
6917935006011 ,"[5.00, 5.50, 5]","[10, 5, 3]"
6901347880390 ,"[14.00, 13.00, 15.00]","[9, 8, 2]"
6902890228073 ,"[5.00, 6.00, 4.50]","[17, 9, 8]"
6910772035046 ,"[2.00, 2.50, 3.00]","[18, 4, 3]"
6923297703222 ,"[5.00, 3.00, 4.00]","[2, 2, 1]"
6937221708818 ,"[3.00, 3.50, 4.00]","[16, 8, 4]"
6908791200323 ,"[8.00, 7.00, 6.50]","[16, 7, 3]"
6902265450917 ,"[6.00, 7.00, 6.50]","[5, 3, 3]"
6928312911170 ,"[13.00, 8.50]","[2, 1]"
6900873000470 ,"[5.50, 5.00, 6.00]","[14, 14, 7]"
6932759725337 ,"[7.50, 8.00, 9.00]","[3, 2, 2]"
4892214255545 ,[6.00],[13]
4897049890091 ,"[7.00, 6.50, 5.80]","[8, 1, 1]"
4897049890268 ,"[7.00, 6.50]","[3, 3]"
6923830301403 ,"[3.80, 4.50, 4.00]","[3, 3, 3]"
6923830302165 ,"[5.50, 5.00, 4.50]","[12, 10, 5]"
6923830302400 ,"[5.50, 5.00, 6.00]","[6, 4, 2]"
6907878050226 ,"[3.00, 3, 3.50]","[72, 4, 2]"
6921294398342 ,"[3.00, 3, 4.00]","[51, 2, 1]"
6901028004183 ,"[16.00, 17.00, 16]","[84, 7, 4]"
6901070600159 ,"[20.00, 22.00, 18.50]","[13, 10, 6]"
6907992513362 ,"[8.00, 9.00, 10.00]","[4, 3, 3]"
6907992514048 ,"[6.00, 5.00, 5.50]","[10, 10, 3]"
6920153605508 ,"[8.00, 8.50, 7.5]","[5, 1, 1]"
6956367180609 ,"[7.50, 8.00]","[2, 1]"
6970043110315 ,"[5.00, 4.00, 5]","[2, 1, 1]"
6942813800078 ,"[4.50, 6.50]","[10, 1]"
